Author_Name,University/Organization,Paper_title,Keywords,Year,Conference
Cynthia  Sung,Massachusetts Institute of Technology,IDiary: From GPS Signals to a Text-Searchable Diary,"mobile device, GPS, semantic compression, activity recognition, text query",2013,sensys
Daniela L Rus,Massachusetts Institute of Technology,IDiary: From GPS Signals to a Text-Searchable Diary,"mobile device, GPS, semantic compression, activity recognition, text query",2013,sensys
Nicholas D Lane,Microsoft Research Asia,Piggyback CrowdSensing (PCS): Energy Efficient Crowdsourcing of Mobile Sensor Data by Exploiting Smartphone App Opportunities,"crowdsourcing, smartphone sensing",2013,sensys
Yohan Chon,Yonsei University,Piggyback CrowdSensing (PCS): Energy Efficient Crowdsourcing of Mobile Sensor Data by Exploiting Smartphone App Opportunities,"crowdsourcing, smartphone sensing",2013,sensys
Lin  Zhou,University of California Santa Barbara,Piggyback CrowdSensing (PCS): Energy Efficient Crowdsourcing of Mobile Sensor Data by Exploiting Smartphone App Opportunities,"crowdsourcing, smartphone sensing",2013,sensys
Yongzhe  Zhang,Shanghai Jiao Tong University,Piggyback CrowdSensing (PCS): Energy Efficient Crowdsourcing of Mobile Sensor Data by Exploiting Smartphone App Opportunities,"crowdsourcing, smartphone sensing",2013,sensys
Fan  Li,Pearson,Piggyback CrowdSensing (PCS): Energy Efficient Crowdsourcing of Mobile Sensor Data by Exploiting Smartphone App Opportunities,"crowdsourcing, smartphone sensing",2013,sensys
Dongwon Kim,Yonsei University,Piggyback CrowdSensing (PCS): Energy Efficient Crowdsourcing of Mobile Sensor Data by Exploiting Smartphone App Opportunities,"crowdsourcing, smartphone sensing",2013,sensys
Guanzhong  Ding,National Tsing Hua University,Piggyback CrowdSensing (PCS): Energy Efficient Crowdsourcing of Mobile Sensor Data by Exploiting Smartphone App Opportunities,"crowdsourcing, smartphone sensing",2013,sensys
Feng  Zhao,Microsoft Research Asia,Piggyback CrowdSensing (PCS): Energy Efficient Crowdsourcing of Mobile Sensor Data by Exploiting Smartphone App Opportunities,"crowdsourcing, smartphone sensing",2013,sensys
Hojung  Cha,Yonsei University,Piggyback CrowdSensing (PCS): Energy Efficient Crowdsourcing of Mobile Sensor Data by Exploiting Smartphone App Opportunities,"crowdsourcing, smartphone sensing",2013,sensys
Puneet Jain,Duke University,FOCUS: Clustering Crowdsourced Videos by Line-of-Sight,"video analytics, localization, structure from motion",2013,sensys
Justin Manweiler,IBM T. J. Watson,FOCUS: Clustering Crowdsourced Videos by Line-of-Sight,"video analytics, localization, structure from motion",2013,sensys
Arup  Achary,IBM T. J. Watson,FOCUS: Clustering Crowdsourced Videos by Line-of-Sight,"video analytics, localization, structure from motion",2013,sensys
Kirk A Beaty,IBM T. J. Watson,FOCUS: Clustering Crowdsourced Videos by Line-of-Sight,"video analytics, localization, structure from motion",2013,sensys
Desheng  Zhang,University of Minnesota,CoRide: Carpool Service with a Win-Win Fare Model for Large-Scale Taxicab Networks,[],2013,sensys
Ye  Li,Chinese Academy of Sciences,CoRide: Carpool Service with a Win-Win Fare Model for Large-Scale Taxicab Networks,[],2013,sensys
Fan  Zhang,Chinese Academy of Sciences,CoRide: Carpool Service with a Win-Win Fare Model for Large-Scale Taxicab Networks,[],2013,sensys
Mingming  Lu,Chinese Academy of Sciences,CoRide: Carpool Service with a Win-Win Fare Model for Large-Scale Taxicab Networks,[],2013,sensys
Yunhuai  Liu,Third Research Institute of Ministry of Public Security,CoRide: Carpool Service with a Win-Win Fare Model for Large-Scale Taxicab Networks,[],2013,sensys
Tian  He,University of Minnesota,CoRide: Carpool Service with a Win-Win Fare Model for Large-Scale Taxicab Networks,[],2013,sensys
Adam J Oliner,University of California Berkeley,Carat: Collaborative Energy Diagnosis for Mobile Devices,"analytics, battery, collaborative, energy, diagnosis, mobile",2013,sensys
Anand Padmanabha Iyer,University of California Berkeley,Carat: Collaborative Energy Diagnosis for Mobile Devices,"analytics, battery, collaborative, energy, diagnosis, mobile",2013,sensys
I. Stoica,University of California Berkeley,Carat: Collaborative Energy Diagnosis for Mobile Devices,"analytics, battery, collaborative, energy, diagnosis, mobile",2013,sensys
Eemil  Lagerspetz,University of Helsinki,Carat: Collaborative Energy Diagnosis for Mobile Devices,"analytics, battery, collaborative, energy, diagnosis, mobile",2013,sensys
Sasu  Tarkoma,University of Helsinki,Carat: Collaborative Energy Diagnosis for Mobile Devices,"analytics, battery, collaborative, energy, diagnosis, mobile",2013,sensys
Francisco  Sant'Anna,PUC-Rio,Safe System-Level Concurrency on Resource-Constrained Nodes,[],2013,sensys
Noemi De La Rocque Rodriguez,PUC-Rio,Safe System-Level Concurrency on Resource-Constrained Nodes,[],2013,sensys
Roberto Ierusalimschy,PUC-Rio,Safe System-Level Concurrency on Resource-Constrained Nodes,[],2013,sensys
Olaf  Landsiedel,Chalmers University of Technology,Safe System-Level Concurrency on Resource-Constrained Nodes,[],2013,sensys
Philippas  Tsigas,Chalmers University of Technology,Safe System-Level Concurrency on Resource-Constrained Nodes,[],2013,sensys
Philipp Sommer,Autonomous Systems Lab,Minerva: Distributed Tracing and Debugging in Wireless Sensor Networks,"debugging, JTAG, wireless sensor network, tracing",2013,sensys
Branislav  Kusy,Autonomous Systems Lab,Minerva: Distributed Tracing and Debugging in Wireless Sensor Networks,"debugging, JTAG, wireless sensor network, tracing",2013,sensys
Samuli  Hemminki,University of Helsinki,Accelerometer-Based Transportation Mode Detection on Smartphones,"activity recognition, transportation mode detection, mobile sensing",2013,sensys
Petteri Nurmi,University of Helsinki,Accelerometer-Based Transportation Mode Detection on Smartphones,"activity recognition, transportation mode detection, mobile sensing",2013,sensys
Sasu  Tarkoma,University of Helsinki,Accelerometer-Based Transportation Mode Detection on Smartphones,"activity recognition, transportation mode detection, mobile sensing",2013,sensys
Junghyun  Jun,Singapore University of Technology and Design,Social-Loc: Improving Indoor Localization with Social Sensing,"system, indoor localization, social interaction, middleware",2013,sensys
Yu  Gu,Singapore University of Technology and Design,Social-Loc: Improving Indoor Localization with Social Sensing,"system, indoor localization, social interaction, middleware",2013,sensys
Long  Cheng,Singapore University of Technology and Design,Social-Loc: Improving Indoor Localization with Social Sensing,"system, indoor localization, social interaction, middleware",2013,sensys
Banghui  Lu,Singapore University of Technology and Design,Social-Loc: Improving Indoor Localization with Social Sensing,"system, indoor localization, social interaction, middleware",2013,sensys
Jun  Sun,Singapore University of Technology and Design,Social-Loc: Improving Indoor Localization with Social Sensing,"system, indoor localization, social interaction, middleware",2013,sensys
Ting  Zhu,State University of New York,Social-Loc: Improving Indoor Localization with Social Sensing,"system, indoor localization, social interaction, middleware",2013,sensys
Jianwei  Niu,Beihang University,Social-Loc: Improving Indoor Localization with Social Sensing,"system, indoor localization, social interaction, middleware",2013,sensys
Haofu  Han,Shanghai Jiao Tong University,E3: Energy-Efficient Engine for Frame Rate Adaptation on Smartphones,"energy efficiency, frame rate, scrolling operation, touch screen, user experience",2013,sensys
Jiadi  Yu,Shanghai Jiao Tong University,E3: Energy-Efficient Engine for Frame Rate Adaptation on Smartphones,"energy efficiency, frame rate, scrolling operation, touch screen, user experience",2013,sensys
Hongzi  Zhu,Shanghai Jiao Tong University,E3: Energy-Efficient Engine for Frame Rate Adaptation on Smartphones,"energy efficiency, frame rate, scrolling operation, touch screen, user experience",2013,sensys
Yingying  Chen,Stevens Institute of Technology,E3: Energy-Efficient Engine for Frame Rate Adaptation on Smartphones,"energy efficiency, frame rate, scrolling operation, touch screen, user experience",2013,sensys
Jie Yang,Oakland University,E3: Energy-Efficient Engine for Frame Rate Adaptation on Smartphones,"energy efficiency, frame rate, scrolling operation, touch screen, user experience",2013,sensys
Guangtao  Xue,Shanghai Jiao Tong University,E3: Energy-Efficient Engine for Frame Rate Adaptation on Smartphones,"energy efficiency, frame rate, scrolling operation, touch screen, user experience",2013,sensys
Yanmin Zhu,Shanghai Jiao Tong University,E3: Energy-Efficient Engine for Frame Rate Adaptation on Smartphones,"energy efficiency, frame rate, scrolling operation, touch screen, user experience",2013,sensys
Minglu  Li,Shanghai Jiao Tong University,E3: Energy-Efficient Engine for Frame Rate Adaptation on Smartphones,"energy efficiency, frame rate, scrolling operation, touch screen, user experience",2013,sensys
Feng  Li,Nanyang Technological University,"Powering Indoor Sensing with Airflows: A Trinity of Energy Harvesting, Synchronous Duty-Cycling, and Sensing","indoor energy harvesting, synchronization, duty-cycle",2013,sensys
Tianyu  Xiang,Nanyang Technological University,"Powering Indoor Sensing with Airflows: A Trinity of Energy Harvesting, Synchronous Duty-Cycling, and Sensing","indoor energy harvesting, synchronization, duty-cycle",2013,sensys
Zicheng  Chi,Nanyang Technological University,"Powering Indoor Sensing with Airflows: A Trinity of Energy Harvesting, Synchronous Duty-Cycling, and Sensing","indoor energy harvesting, synchronization, duty-cycle",2013,sensys
Jun Luo,Nanyang Technological University,"Powering Indoor Sensing with Airflows: A Trinity of Energy Harvesting, Synchronous Duty-Cycling, and Sensing","indoor energy harvesting, synchronization, duty-cycle",2013,sensys
Lihua  Tang,Nanyang Technological University,"Powering Indoor Sensing with Airflows: A Trinity of Energy Harvesting, Synchronous Duty-Cycling, and Sensing","indoor energy harvesting, synchronization, duty-cycle",2013,sensys
Liya  Zhao,Nanyang Technological University,"Powering Indoor Sensing with Airflows: A Trinity of Energy Harvesting, Synchronous Duty-Cycling, and Sensing","indoor energy harvesting, synchronization, duty-cycle",2013,sensys
Yaowen  Yang,Nanyang Technological University,"Powering Indoor Sensing with Airflows: A Trinity of Energy Harvesting, Synchronous Duty-Cycling, and Sensing","indoor energy harvesting, synchronization, duty-cycle",2013,sensys
Bharathan Balaji,University of California San Diego,Sentinel: Occupancy Based HVAC Actuation Using Existing WiFi Infrastructure within Commercial Buildings,"sentinel, control, sensing, occupancy, HVAC, buildings, energy efficiency",2013,sensys
Jian  Xu,University of California San Diego,Sentinel: Occupancy Based HVAC Actuation Using Existing WiFi Infrastructure within Commercial Buildings,"sentinel, control, sensing, occupancy, HVAC, buildings, energy efficiency",2013,sensys
Anthony  Nwokafor,University of California San Diego,Sentinel: Occupancy Based HVAC Actuation Using Existing WiFi Infrastructure within Commercial Buildings,"sentinel, control, sensing, occupancy, HVAC, buildings, energy efficiency",2013,sensys
Rajesh K. Gupta,University of California San Diego,Sentinel: Occupancy Based HVAC Actuation Using Existing WiFi Infrastructure within Commercial Buildings,"sentinel, control, sensing, occupancy, HVAC, buildings, energy efficiency",2013,sensys
Yuvraj  Agarwal,University of California San Diego and Carnegie Mellon University,Sentinel: Occupancy Based HVAC Actuation Using Existing WiFi Infrastructure within Commercial Buildings,"sentinel, control, sensing, occupancy, HVAC, buildings, energy efficiency",2013,sensys
Samuel  DeBruin,University of Michigan Ann Arbor,Monjolo: An Energy-Harvesting Energy Meter Architecture,"energy harvesting, power metering, intermittent power, wireless sensor networks, data aggregation",2013,sensys
Bradford  Campbell,University of Michigan Ann Arbor,Monjolo: An Energy-Harvesting Energy Meter Architecture,"energy harvesting, power metering, intermittent power, wireless sensor networks, data aggregation",2013,sensys
Prabal Kumar Dutta,University of Michigan Ann Arbor,Monjolo: An Energy-Harvesting Energy Meter Architecture,"energy harvesting, power metering, intermittent power, wireless sensor networks, data aggregation",2013,sensys
Waitian  Tan,Cisco Systems,Sound of Silence,"mobile sensing, mobile cloud services, mobile systems, localization, content sharing, silence signatures, audio",2013,sensys
Mary Louise Gray Baker,Hewlett-Packard Laboratories,Sound of Silence,"mobile sensing, mobile cloud services, mobile systems, localization, content sharing, silence signatures, audio",2013,sensys
Bowon  Lee,Hewlett-Packard Laboratories,Sound of Silence,"mobile sensing, mobile cloud services, mobile systems, localization, content sharing, silence signatures, audio",2013,sensys
Ramin  Samadani,Qualcomm Technologies,Sound of Silence,"mobile sensing, mobile cloud services, mobile systems, localization, content sharing, silence signatures, audio",2013,sensys
Chengwen  Luo,National University of Singapore,SocialWeaver: Collaborative Inference of Human Conversation Networks Using Smartphones,"conversation network, mobile phone sensing, conversation clustering",2013,sensys
Munchoon  Chan,National University of Singapore,SocialWeaver: Collaborative Inference of Human Conversation Networks Using Smartphones,"conversation network, mobile phone sensing, conversation clustering",2013,sensys
Bo  Wei,University of New South Wales,Real-Time Classification via Sparse Representation in Acoustic Sensor Networks,"sparse approximation, acoustic sensor networks (ASNs), audio classification, ℓ1 minimization",2013,sensys
Mingrui  Yang,CSIRO Computational Informatics,Real-Time Classification via Sparse Representation in Acoustic Sensor Networks,"sparse approximation, acoustic sensor networks (ASNs), audio classification, ℓ1 minimization",2013,sensys
Yiran  Shen,University of New South Wales,Real-Time Classification via Sparse Representation in Acoustic Sensor Networks,"sparse approximation, acoustic sensor networks (ASNs), audio classification, ℓ1 minimization",2013,sensys
Rajib Kumar Rana,CSIRO Computational Informatics,Real-Time Classification via Sparse Representation in Acoustic Sensor Networks,"sparse approximation, acoustic sensor networks (ASNs), audio classification, ℓ1 minimization",2013,sensys
Chuntung  Chou,University of New South Wales,Real-Time Classification via Sparse Representation in Acoustic Sensor Networks,"sparse approximation, acoustic sensor networks (ASNs), audio classification, ℓ1 minimization",2013,sensys
Wen  Hu,CSIRO Computational Informatics,Real-Time Classification via Sparse Representation in Acoustic Sensor Networks,"sparse approximation, acoustic sensor networks (ASNs), audio classification, ℓ1 minimization",2013,sensys
Yiran  Shen,University of New South Wales,Projection Matrix Optimisation for Compressive Sensing Based Applications in Embedded Systems,"optimisation, greedy search, background subtraction, compressive sensing",2013,sensys
Wen  Hu,CSIRO Computational Informatics,Projection Matrix Optimisation for Compressive Sensing Based Applications in Embedded Systems,"optimisation, greedy search, background subtraction, compressive sensing",2013,sensys
Mingrui  Yang,CSIRO Computational Informatics,Projection Matrix Optimisation for Compressive Sensing Based Applications in Embedded Systems,"optimisation, greedy search, background subtraction, compressive sensing",2013,sensys
Bo  Wei,University of New South Wales,Projection Matrix Optimisation for Compressive Sensing Based Applications in Embedded Systems,"optimisation, greedy search, background subtraction, compressive sensing",2013,sensys
Chuntung  Chou,University of New South Wales,Projection Matrix Optimisation for Compressive Sensing Based Applications in Embedded Systems,"optimisation, greedy search, background subtraction, compressive sensing",2013,sensys
Anwar  Hithnawi,ETH Zurich,Exploiting Physical Layer Information to Mitigate Cross-Technology Interference Effects on Low-Power Wireless Networks,[],2013,sensys
Maneesha  Vinodini Ramesh,Amrita Vishwa Vidyapeetham,AMRITA Remote Triggered Wireless Sensor Network Laboratory Framework,"remote triggered lab, remote panel, remote code editing",2013,sensys
Preeja Pradeep,Amrita Vishwa Vidyapeetham,AMRITA Remote Triggered Wireless Sensor Network Laboratory Framework,"remote triggered lab, remote panel, remote code editing",2013,sensys
P L Divya,Amrita Vishwa Vidyapeetham,AMRITA Remote Triggered Wireless Sensor Network Laboratory Framework,"remote triggered lab, remote panel, remote code editing",2013,sensys
R D Arya Devi,Amrita Vishwa Vidyapeetham,AMRITA Remote Triggered Wireless Sensor Network Laboratory Framework,"remote triggered lab, remote panel, remote code editing",2013,sensys
P  Rekha,Amrita Vishwa Vidyapeetham,AMRITA Remote Triggered Wireless Sensor Network Laboratory Framework,"remote triggered lab, remote panel, remote code editing",2013,sensys
Krishna  Sangeeth,Amrita Vishwa Vidyapeetham,AMRITA Remote Triggered Wireless Sensor Network Laboratory Framework,"remote triggered lab, remote panel, remote code editing",2013,sensys
Y V Rayudu,Amrita Vishwa Vidyapeetham,AMRITA Remote Triggered Wireless Sensor Network Laboratory Framework,"remote triggered lab, remote panel, remote code editing",2013,sensys
Chamath Indika Keppitiyagama,SICS,Temperature Hints for Sensornet Routing,"routing, RPL, wireless sensor networks, temperature",2013,sensys
Nicolas Tsiftes,SICS,Temperature Hints for Sensornet Routing,"routing, RPL, wireless sensor networks, temperature",2013,sensys
Carlo Alberto Boano,Inst. for Technical Informatics,Temperature Hints for Sensornet Routing,"routing, RPL, wireless sensor networks, temperature",2013,sensys
Thiemo  Voigt,SICS & Uppsala University,Temperature Hints for Sensornet Routing,"routing, RPL, wireless sensor networks, temperature",2013,sensys
Pengfei  Zhou,Nanyang Technological University,Smart Traffic Monitoring with Participatory Sensing,[],2013,sensys
Zhiyuan  Chen,Nanyang Technological University,Smart Traffic Monitoring with Participatory Sensing,[],2013,sensys
Mo  Li,Nanyang Technological University,Smart Traffic Monitoring with Participatory Sensing,[],2013,sensys
Maneesha  Vinodini Ramesh,Amrita Vishwa Vidyapeetham,An Adaptive Energy Management Scheme for Real-Time Landslide Detection,"wireless sensor network, energy optimization, distributed algorithms",2013,sensys
P  Rekha,Amrita Vishwa Vidyapeetham,An Adaptive Energy Management Scheme for Real-Time Landslide Detection,"wireless sensor network, energy optimization, distributed algorithms",2013,sensys
P L Divya,Amrita Vishwa Vidyapeetham,An Adaptive Energy Management Scheme for Real-Time Landslide Detection,"wireless sensor network, energy optimization, distributed algorithms",2013,sensys
Simi  Surendran,Amrita Vishwa Vidyapeetham,An Adaptive Energy Management Scheme for Real-Time Landslide Detection,"wireless sensor network, energy optimization, distributed algorithms",2013,sensys
David  Hasenfratz,ETH Zurich,Revealing the Limits of Spatio-Temporal High-Resolution Pollution Maps,"environmental monitoring, land-use regression modeling, pollution map, resolution limit, wireless sensor networks",2013,sensys
Olga  Saukh,ETH Zurich,Revealing the Limits of Spatio-Temporal High-Resolution Pollution Maps,"environmental monitoring, land-use regression modeling, pollution map, resolution limit, wireless sensor networks",2013,sensys
Christoph  Walser,ETH Zurich,Revealing the Limits of Spatio-Temporal High-Resolution Pollution Maps,"environmental monitoring, land-use regression modeling, pollution map, resolution limit, wireless sensor networks",2013,sensys
Christoph  Hueglin,Laboratory for Air Pollution and Environmental Technology,Revealing the Limits of Spatio-Temporal High-Resolution Pollution Maps,"environmental monitoring, land-use regression modeling, pollution map, resolution limit, wireless sensor networks",2013,sensys
Martin  Fierz,University of Applied Sciences Northwestern Switzerland,Revealing the Limits of Spatio-Temporal High-Resolution Pollution Maps,"environmental monitoring, land-use regression modeling, pollution map, resolution limit, wireless sensor networks",2013,sensys
Lothar  Thiele,ETH Zurich,Revealing the Limits of Spatio-Temporal High-Resolution Pollution Maps,"environmental monitoring, land-use regression modeling, pollution map, resolution limit, wireless sensor networks",2013,sensys
Prasant Misra,Swedish Institute of Computer Science,SparseGPS: Energy Efficient GPS Acquisition via Sparse Approximation,"ℓ1-minimization, energy efficiency, positioning, GPS",2013,sensys
Wen  Hu,CSIRO Computational Informatics,SparseGPS: Energy Efficient GPS Acquisition via Sparse Approximation,"ℓ1-minimization, energy efficiency, positioning, GPS",2013,sensys
Yuzhe  Jin,Microsoft Research,SparseGPS: Energy Efficient GPS Acquisition via Sparse Approximation,"ℓ1-minimization, energy efficiency, positioning, GPS",2013,sensys
Jie  Liu,Microsoft Research,SparseGPS: Energy Efficient GPS Acquisition via Sparse Approximation,"ℓ1-minimization, energy efficiency, positioning, GPS",2013,sensys
Niklas  Wirström,Swedish Institute of Computer Science,SparseGPS: Energy Efficient GPS Acquisition via Sparse Approximation,"ℓ1-minimization, energy efficiency, positioning, GPS",2013,sensys
Thiemo  Voigt,Swedish Institute of Computer Science,SparseGPS: Energy Efficient GPS Acquisition via Sparse Approximation,"ℓ1-minimization, energy efficiency, positioning, GPS",2013,sensys
Mohsen  Rezvani,University of New South Wales,A Robust Iterative Filtering Technique for Wireless Sensor Networks in the Presence of Malicious Attacks,"robust data aggregation, collusion attacks, WSN",2013,sensys
Aleksandar  Ignjatović,University of New South Wales,A Robust Iterative Filtering Technique for Wireless Sensor Networks in the Presence of Malicious Attacks,"robust data aggregation, collusion attacks, WSN",2013,sensys
E. Bertino,Purdue University,A Robust Iterative Filtering Technique for Wireless Sensor Networks in the Presence of Malicious Attacks,"robust data aggregation, collusion attacks, WSN",2013,sensys
Sanjay Kumar Jha,University of New South Wales,A Robust Iterative Filtering Technique for Wireless Sensor Networks in the Presence of Malicious Attacks,"robust data aggregation, collusion attacks, WSN",2013,sensys
Adriano  Faggiani,IIT-CNR,Network Sensing through Smartphone-Based Crowdsourcing,"smartphone, crowdsourcing, network sensing",2013,sensys
Enrico  Gregori,IIT-CNR,Network Sensing through Smartphone-Based Crowdsourcing,"smartphone, crowdsourcing, network sensing",2013,sensys
Luciano  Lenzini,University of Pisa,Network Sensing through Smartphone-Based Crowdsourcing,"smartphone, crowdsourcing, network sensing",2013,sensys
Valerio  Luconi,University of Pisa,Network Sensing through Smartphone-Based Crowdsourcing,"smartphone, crowdsourcing, network sensing",2013,sensys
Alessio  Vecchio,University of Pisa,Network Sensing through Smartphone-Based Crowdsourcing,"smartphone, crowdsourcing, network sensing",2013,sensys
I  Gurov,Databases and Distributed Systems,A Site Properties Assessment Framework for Wireless Sensor Networks,"framework, assessment, sites, properties, 802.15.4",2013,sensys
Pablo Ezequiel Guerrero,Databases and Distributed Systems,A Site Properties Assessment Framework for Wireless Sensor Networks,"framework, assessment, sites, properties, 802.15.4",2013,sensys
Martina  Brachmann,Wireless Sensor Networks Lab,A Site Properties Assessment Framework for Wireless Sensor Networks,"framework, assessment, sites, properties, 802.15.4",2013,sensys
Silvia  Santini,Wireless Sensor Networks Lab,A Site Properties Assessment Framework for Wireless Sensor Networks,"framework, assessment, sites, properties, 802.15.4",2013,sensys
Kristof Van Laerhoven,TU Darmstadt,A Site Properties Assessment Framework for Wireless Sensor Networks,"framework, assessment, sites, properties, 802.15.4",2013,sensys
Alejandro P Buchmann,Databases and Distributed Systems,A Site Properties Assessment Framework for Wireless Sensor Networks,"framework, assessment, sites, properties, 802.15.4",2013,sensys
Yukitoshi  Kashimoto,Nara Institute of Science and Technology,YAMATO: A Wearable Floor Map Generation System,"automatic floor map generation, wearable device, ultrasonic sensor",2013,sensys
Keiichi  Yasumoto,Nara Institute of Science and Technology,YAMATO: A Wearable Floor Map Generation System,"automatic floor map generation, wearable device, ultrasonic sensor",2013,sensys
Samuli  Hemminki,University of Helsinki,CoSense: A Collaborative Sensing Platform for Mobile Devices,"collaborative sensing, mobile sensing",2013,sensys
Kai  Zhao,University of Helsinki,CoSense: A Collaborative Sensing Platform for Mobile Devices,"collaborative sensing, mobile sensing",2013,sensys
Aaron Yi Ding,University of Helsinki,CoSense: A Collaborative Sensing Platform for Mobile Devices,"collaborative sensing, mobile sensing",2013,sensys
Martti  Rannanjarvi,University of Helsinki,CoSense: A Collaborative Sensing Platform for Mobile Devices,"collaborative sensing, mobile sensing",2013,sensys
Sasu  Tarkoma,University of Helsinki,CoSense: A Collaborative Sensing Platform for Mobile Devices,"collaborative sensing, mobile sensing",2013,sensys
Petteri Nurmi,University of Helsinki,CoSense: A Collaborative Sensing Platform for Mobile Devices,"collaborative sensing, mobile sensing",2013,sensys
Marco  Zimmerling,ETH Zurich,A Reliable Wireless Nurse Call System: Overview and Pilot Results from a Summer Camp for Teenagers with Duchenne Muscular Dystrophy,"deployment, wireless sensor networks, low-power wireless bus, Duchenne muscular dystrophy, nurse call system",2013,sensys
Federico  Ferrari,ETH Zurich,A Reliable Wireless Nurse Call System: Overview and Pilot Results from a Summer Camp for Teenagers with Duchenne Muscular Dystrophy,"deployment, wireless sensor networks, low-power wireless bus, Duchenne muscular dystrophy, nurse call system",2013,sensys
Roman  Lim,ETH Zurich,A Reliable Wireless Nurse Call System: Overview and Pilot Results from a Summer Camp for Teenagers with Duchenne Muscular Dystrophy,"deployment, wireless sensor networks, low-power wireless bus, Duchenne muscular dystrophy, nurse call system",2013,sensys
