Author_Name,University/Organization,Paper_title,Keywords,Year,Conference
Youngwook  Son,Dept. ECE and INMC,Quiet CTS: CTS Power Control for Better Spatial Reuse in Wi-Fi,"transmit power control, exposed node problem, spatial reuse, Wi-Fi",2019,mobihoc
Kanghyun  Lee,Dept. ECE and INMC,Quiet CTS: CTS Power Control for Better Spatial Reuse in Wi-Fi,"transmit power control, exposed node problem, spatial reuse, Wi-Fi",2019,mobihoc
Jaehong  Yi,Dept. ECE and INMC,Quiet CTS: CTS Power Control for Better Spatial Reuse in Wi-Fi,"transmit power control, exposed node problem, spatial reuse, Wi-Fi",2019,mobihoc
Sunghyun  Choi,Dept. ECE and INMC,Quiet CTS: CTS Power Control for Better Spatial Reuse in Wi-Fi,"transmit power control, exposed node problem, spatial reuse, Wi-Fi",2019,mobihoc
Eitan  Altman,INRIA Sophia Antipolis,Forever Young: Aging Control For Hybrid Networks,"Markov Decision Process, Age of information",2019,mobihoc
Rachid  El-Azouzi,University of Avignon,Forever Young: Aging Control For Hybrid Networks,"Markov Decision Process, Age of information",2019,mobihoc
Daniel Sadoc Menasché,Federal University of Rio de Janeiro,Forever Young: Aging Control For Hybrid Networks,"Markov Decision Process, Age of information",2019,mobihoc
Yuedong  Xu,Fudan University,Forever Young: Aging Control For Hybrid Networks,"Markov Decision Process, Age of information",2019,mobihoc
Qingkai  Liang,LIDS,Optimal Network Control with Adversarial Uncontrollable Nodes,[],2019,mobihoc
Eytan Hillel Modiano,LIDS,Optimal Network Control with Adversarial Uncontrollable Nodes,[],2019,mobihoc
Khashayar  Kamran,Northeastern University,"DECO: Joint Computation, Caching and Forwarding in Data-Centric Computing Networks","data-centric computing, mobile edge computing, caching, fog computing, Distributed computing networks, data-intensive computing",2019,mobihoc
Edmund  Yeh,Northeastern University,"DECO: Joint Computation, Caching and Forwarding in Data-Centric Computing Networks","data-centric computing, mobile edge computing, caching, fog computing, Distributed computing networks, data-intensive computing",2019,mobihoc
Qian  Ma,Northeastern University,"DECO: Joint Computation, Caching and Forwarding in Data-Centric Computing Networks","data-centric computing, mobile edge computing, caching, fog computing, Distributed computing networks, data-intensive computing",2019,mobihoc
Ahmed M Bedewy,Department of ECE,Age-Optimal Sampling and Transmission Scheduling in Multi-Source Systems,"Age of information, Scheduling, Information update system, Sampling, Data freshness, Multi-source",2019,mobihoc
Sastry Venkata Subrahmanya Kompella,Information Technology Division,Age-Optimal Sampling and Transmission Scheduling in Multi-Source Systems,"Age of information, Scheduling, Information update system, Sampling, Data freshness, Multi-source",2019,mobihoc
Ness B Shroff,Departments of ECE and CSE,Age-Optimal Sampling and Transmission Scheduling in Multi-Source Systems,"Age of information, Scheduling, Information update system, Sampling, Data freshness, Multi-source",2019,mobihoc
Shugang  Hao,Singapore University of Technology and Design,Economics of Age of Information Management under Network Externalities,"Trigger mechanism of punishment, Age of information, Mobile crowdsourcing, Repeated games, Network externalities",2019,mobihoc
Lingjie  Duan,Singapore University of Technology and Design,Economics of Age of Information Management under Network Externalities,"Trigger mechanism of punishment, Age of information, Mobile crowdsourcing, Repeated games, Network externalities",2019,mobihoc
Qiulin  Lin,Chinese University of Hong Kong,A Probabilistic Approach for Demand-Aware Ride-Sharing Optimization,"and request-vehicle assignment, stochastic optimization, demand-aware routing, Ride-sharing",2019,mobihoc
Wenjie  Xu,Chinese University of Hong Kong,A Probabilistic Approach for Demand-Aware Ride-Sharing Optimization,"and request-vehicle assignment, stochastic optimization, demand-aware routing, Ride-sharing",2019,mobihoc
Minghua  Chen,Chinese University of Hong Kong,A Probabilistic Approach for Demand-Aware Ride-Sharing Optimization,"and request-vehicle assignment, stochastic optimization, demand-aware routing, Ride-sharing",2019,mobihoc
Xiaojun  Lin,Purdue University,A Probabilistic Approach for Demand-Aware Ride-Sharing Optimization,"and request-vehicle assignment, stochastic optimization, demand-aware routing, Ride-sharing",2019,mobihoc
Hongfei  Xue,State University of New York at Buffalo,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Wenjun  Jiang,State University of New York at Buffalo,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Chenglin  Miao,State University of New York at Buffalo,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Ye  Yuan,Beijing University of Technology,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Fenglong  Ma,State University of New York at Buffalo,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Xin  Ma,State University of New York at Buffalo,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Yijiang  Wang,State University of New York at Buffalo,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Shuochao  Yao,University of Illinois Urbana Champaign,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Wenyao Xu,State University of New York at Buffalo,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Aidong  Zhang,University of Virginia,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Lu  Su,State University of New York at Buffalo,DeepFusion: A Deep Learning Framework for the Fusion of Heterogeneous Sensory Data,"Sensor Fusion, Deep Learning, Internet of Things",2019,mobihoc
Anfu  Zhou,Beijing University of Posts and Telecommunications,Robot Navigation in Radio Beam Space: Leveraging Robotic Intelligence for Seamless MmWave Network Coverage,"Path Planning, Mobile Relay, User Tracking, mmWave Netw.",2019,mobihoc
Shaoqing  Xu,Beijing University of Posts and Telecommunications,Robot Navigation in Radio Beam Space: Leveraging Robotic Intelligence for Seamless MmWave Network Coverage,"Path Planning, Mobile Relay, User Tracking, mmWave Netw.",2019,mobihoc
Song  Wang,University of California San Diego,Robot Navigation in Radio Beam Space: Leveraging Robotic Intelligence for Seamless MmWave Network Coverage,"Path Planning, Mobile Relay, User Tracking, mmWave Netw.",2019,mobihoc
Jingqi  Huang,University of California San Diego,Robot Navigation in Radio Beam Space: Leveraging Robotic Intelligence for Seamless MmWave Network Coverage,"Path Planning, Mobile Relay, User Tracking, mmWave Netw.",2019,mobihoc
Shaoyuan  Yang,Beijing University of Posts and Telecommunications,Robot Navigation in Radio Beam Space: Leveraging Robotic Intelligence for Seamless MmWave Network Coverage,"Path Planning, Mobile Relay, User Tracking, mmWave Netw.",2019,mobihoc
Teng  Wei,University of Wisconsin Madison,Robot Navigation in Radio Beam Space: Leveraging Robotic Intelligence for Seamless MmWave Network Coverage,"Path Planning, Mobile Relay, User Tracking, mmWave Netw.",2019,mobihoc
Xinyu  Zhang,University of California San Diego,Robot Navigation in Radio Beam Space: Leveraging Robotic Intelligence for Seamless MmWave Network Coverage,"Path Planning, Mobile Relay, User Tracking, mmWave Netw.",2019,mobihoc
Huadong  Ma,Beijing University of Posts and Telecommunications,Robot Navigation in Radio Beam Space: Leveraging Robotic Intelligence for Seamless MmWave Network Coverage,"Path Planning, Mobile Relay, User Tracking, mmWave Netw.",2019,mobihoc
Georgios Papaioannou,Athens University of Economics and Business,Tile-Based Caching Optimization for 360° Videos,"360° video, Video caching, optimization, video encoding",2019,mobihoc
Iordanis  Koutsopoulos,Athens University of Economics and Business,Tile-Based Caching Optimization for 360° Videos,"360° video, Video caching, optimization, video encoding",2019,mobihoc
Qiang  Liu,University of North Carolina at Charlotte,DIRECT: Distributed Cross-Domain Resource Orchestration in Cellular Edge Computing,"Edge Computing, Radio Access Networks, Network Slicing",2019,mobihoc
Tao  Han,University of North Carolina at Charlotte,DIRECT: Distributed Cross-Domain Resource Orchestration in Cellular Edge Computing,"Edge Computing, Radio Access Networks, Network Slicing",2019,mobihoc
Chulho  Lee,Florida Institute of Technology,Transient Dynamics of Epidemic Spreading and Its Mitigation on Large Networks,[],2019,mobihoc
Srinivas  Tenneti,Cisco Systems and North Carolina State University,Transient Dynamics of Epidemic Spreading and Its Mitigation on Large Networks,[],2019,mobihoc
Doyoung  Eun,North Carolina State University,Transient Dynamics of Epidemic Spreading and Its Mitigation on Large Networks,[],2019,mobihoc
Hao  Kong,Shanghai Jiao Tong University,FingerPass: Finger Gesture-Based Continuous User Authentication for Smart Homes Using Commodity WiFi,"finger gesture, User authentication, smart home, WiFi signals",2019,mobihoc
Li Lu,Shanghai Jiao Tong University,FingerPass: Finger Gesture-Based Continuous User Authentication for Smart Homes Using Commodity WiFi,"finger gesture, User authentication, smart home, WiFi signals",2019,mobihoc
Jiadi  Yu,Shanghai Jiao Tong University,FingerPass: Finger Gesture-Based Continuous User Authentication for Smart Homes Using Commodity WiFi,"finger gesture, User authentication, smart home, WiFi signals",2019,mobihoc
Yingying  Chen,WINLAB,FingerPass: Finger Gesture-Based Continuous User Authentication for Smart Homes Using Commodity WiFi,"finger gesture, User authentication, smart home, WiFi signals",2019,mobihoc
Linghe  Kong,Shanghai Jiao Tong University,FingerPass: Finger Gesture-Based Continuous User Authentication for Smart Homes Using Commodity WiFi,"finger gesture, User authentication, smart home, WiFi signals",2019,mobihoc
Minglu  Li,Shanghai Jiao Tong University,FingerPass: Finger Gesture-Based Continuous User Authentication for Smart Homes Using Commodity WiFi,"finger gesture, User authentication, smart home, WiFi signals",2019,mobihoc
Peng-Jun Wan,Dongguan University of Technology,MWSR over an Uplink Gaussian Channel with Box Constraints: A Polymatroidal Approach,"successive interference cancellation, non-orthogonal multiple access, polymatroid",2019,mobihoc
Zhu  Wang,SUNY at Oneonta,MWSR over an Uplink Gaussian Channel with Box Constraints: A Polymatroidal Approach,"successive interference cancellation, non-orthogonal multiple access, polymatroid",2019,mobihoc
Huaqiang  Yuan,Dongguan University of Technology,MWSR over an Uplink Gaussian Channel with Box Constraints: A Polymatroidal Approach,"successive interference cancellation, non-orthogonal multiple access, polymatroid",2019,mobihoc
Jiliang  Wang,Tsinghua University,MWSR over an Uplink Gaussian Channel with Box Constraints: A Polymatroidal Approach,"successive interference cancellation, non-orthogonal multiple access, polymatroid",2019,mobihoc
Jinling  Zhang,Renmin University of China,MWSR over an Uplink Gaussian Channel with Box Constraints: A Polymatroidal Approach,"successive interference cancellation, non-orthogonal multiple access, polymatroid",2019,mobihoc
Igor  Kadota,Massachusetts Institute of Technology,Minimizing the Age of Information in Wireless Networks with Stochastic Arrivals,"Optimization, Age of Information, Scheduling, Wireless Networks",2019,mobihoc
Eytan Hillel Modiano,Massachusetts Institute of Technology,Minimizing the Age of Information in Wireless Networks with Stochastic Arrivals,"Optimization, Age of Information, Scheduling, Wireless Networks",2019,mobihoc
Craig L Gutterman,Electrical Engineering,RAN Resource Usage Prediction for a 5G Slice Broker,"Mobile Traffic Forecasting, Deep Learning",2019,mobihoc
Edward  Grinshpun,Nokia Bell Labs,RAN Resource Usage Prediction for a 5G Slice Broker,"Mobile Traffic Forecasting, Deep Learning",2019,mobihoc
Sameer  Sharma,Nokia Bell Labs,RAN Resource Usage Prediction for a 5G Slice Broker,"Mobile Traffic Forecasting, Deep Learning",2019,mobihoc
Gil Zussman,Electrical Engineering,RAN Resource Usage Prediction for a 5G Slice Broker,"Mobile Traffic Forecasting, Deep Learning",2019,mobihoc
Arnob  Ghosh,Purdue University,Competition with Three-Tier Spectrum Access and Spectrum Monitoring,[],2019,mobihoc
Randall A. Berry,Northwestern University,Competition with Three-Tier Spectrum Access and Spectrum Monitoring,[],2019,mobihoc
Rajarshi  Bhattacharyya,Texas A&M University,QFlow: A Reinforcement Learning Approach to High QoE Video Streaming over Wireless Networks,"Video Streaming, Reinforcement Learning, Reconfigurable queueing",2019,mobihoc
Archana  Bura,Texas A&M University,QFlow: A Reinforcement Learning Approach to High QoE Video Streaming over Wireless Networks,"Video Streaming, Reinforcement Learning, Reconfigurable queueing",2019,mobihoc
Desik  Rengarajan,Texas A&M University,QFlow: A Reinforcement Learning Approach to High QoE Video Streaming over Wireless Networks,"Video Streaming, Reinforcement Learning, Reconfigurable queueing",2019,mobihoc
Mason  Rumuly,Texas A&M University,QFlow: A Reinforcement Learning Approach to High QoE Video Streaming over Wireless Networks,"Video Streaming, Reinforcement Learning, Reconfigurable queueing",2019,mobihoc
Sanjay  Shakkottai,Texas A&M University,QFlow: A Reinforcement Learning Approach to High QoE Video Streaming over Wireless Networks,"Video Streaming, Reinforcement Learning, Reconfigurable queueing",2019,mobihoc
Dileep  Kalathil,Texas A&M University,QFlow: A Reinforcement Learning Approach to High QoE Video Streaming over Wireless Networks,"Video Streaming, Reinforcement Learning, Reconfigurable queueing",2019,mobihoc
Ricky K. P. Mok,CAIDA,QFlow: A Reinforcement Learning Approach to High QoE Video Streaming over Wireless Networks,"Video Streaming, Reinforcement Learning, Reconfigurable queueing",2019,mobihoc
Amogh  Dhamdhere,CAIDA,QFlow: A Reinforcement Learning Approach to High QoE Video Streaming over Wireless Networks,"Video Streaming, Reinforcement Learning, Reconfigurable queueing",2019,mobihoc
Hao  Ge,Department of Electrical and Computer Engineering,Quantized VCG Mechanisms for Polymatroid Environments,"Mechanism design, Worst-case efficiency, Quantization",2019,mobihoc
Randall A. Berry,Department of Electrical and Computer Engineering,Quantized VCG Mechanisms for Polymatroid Environments,"Mechanism design, Worst-case efficiency, Quantization",2019,mobihoc
Lei  Jiao,Department of Computer and Information Science,Online Scheduling of Traffic Diversion and Cloud Scrubbing with Uncertainty in Current Inputs,"DDoS defense, Cloud scrubbing, Online algorithm, Competitive analysis",2019,mobihoc
Ruiting  Zhou,School of Cyber Science and Engineering,Online Scheduling of Traffic Diversion and Cloud Scrubbing with Uncertainty in Current Inputs,"DDoS defense, Cloud scrubbing, Online algorithm, Competitive analysis",2019,mobihoc
Xiaojun  Lin,School of Electrical and Computer Engineering,Online Scheduling of Traffic Diversion and Cloud Scrubbing with Uncertainty in Current Inputs,"DDoS defense, Cloud scrubbing, Online algorithm, Competitive analysis",2019,mobihoc
Xu  Chen,School of Data and Computer Science,Online Scheduling of Traffic Diversion and Cloud Scrubbing with Uncertainty in Current Inputs,"DDoS defense, Cloud scrubbing, Online algorithm, Competitive analysis",2019,mobihoc
Ouyang  Zhang,Department of Computer Science and Engineering,ERSCC: Enable Efficient and Reliable Screen-Camera Communication,"rolling shutter effect and smartphone, Screen-camera communication",2019,mobihoc
Zhenzhi  Qian,Department of Computer Science and Engineering,ERSCC: Enable Efficient and Reliable Screen-Camera Communication,"rolling shutter effect and smartphone, Screen-camera communication",2019,mobihoc
Yifan  Mao,Department of Computer Science and Engineering,ERSCC: Enable Efficient and Reliable Screen-Camera Communication,"rolling shutter effect and smartphone, Screen-camera communication",2019,mobihoc
Kannan  Srinivasan,Department of Computer Science and Engineering,ERSCC: Enable Efficient and Reliable Screen-Camera Communication,"rolling shutter effect and smartphone, Screen-camera communication",2019,mobihoc
Ness B Shroff,Department of Computer Science and Engineering,ERSCC: Enable Efficient and Reliable Screen-Camera Communication,"rolling shutter effect and smartphone, Screen-camera communication",2019,mobihoc
Zhijing  Li,University of California Santa Barbara,Scaling Deep Learning Models for Spectrum Anomaly Detection,[],2019,mobihoc
Zhujun  Xiao,University of Chicago,Scaling Deep Learning Models for Spectrum Anomaly Detection,[],2019,mobihoc
Bolun  Wang,University of California Santa Barbara,Scaling Deep Learning Models for Spectrum Anomaly Detection,[],2019,mobihoc
Ben  Zhao,University of Chicago,Scaling Deep Learning Models for Spectrum Anomaly Detection,[],2019,mobihoc
Haitao Zheng,University of Chicago,Scaling Deep Learning Models for Spectrum Anomaly Detection,[],2019,mobihoc
Dong  Zheng,Arizona State University,Distributed Opportunistic Scheduling for Ad-Hoc Communications: An Optimal Stopping Approach,"game theory, distributed opportunistic scheduling, optimal stopping, ad-hoc networks",2007,mobihoc
Weiyan  Ge,Arizona State University,Distributed Opportunistic Scheduling for Ad-Hoc Communications: An Optimal Stopping Approach,"game theory, distributed opportunistic scheduling, optimal stopping, ad-hoc networks",2007,mobihoc
Jun  Zhang,Arizona State University,Distributed Opportunistic Scheduling for Ad-Hoc Communications: An Optimal Stopping Approach,"game theory, distributed opportunistic scheduling, optimal stopping, ad-hoc networks",2007,mobihoc
Lifeng  Sang,Ohio State University,On Exploiting Asymmetric Wireless Links via One-Way Estimation,"sensor network, routing, link estimation",2007,mobihoc
Anish Kumar Arora,Ohio State University,On Exploiting Asymmetric Wireless Links via One-Way Estimation,"sensor network, routing, link estimation",2007,mobihoc
Hongjiang  Zhang,Wayne State University,On Exploiting Asymmetric Wireless Links via One-Way Estimation,"sensor network, routing, link estimation",2007,mobihoc
Myungah  Park,University of Texas Dallas,A Dominating and Absorbent Set in a Wireless Ad-Hoc Network with Different Transmission Ranges,"absorbent set, dominating set, disk graph, wireless ad-hoc network",2007,mobihoc
James K Willson,University of Texas Dallas,A Dominating and Absorbent Set in a Wireless Ad-Hoc Network with Different Transmission Ranges,"absorbent set, dominating set, disk graph, wireless ad-hoc network",2007,mobihoc
Chen  Wang,Tsinghua University,A Dominating and Absorbent Set in a Wireless Ad-Hoc Network with Different Transmission Ranges,"absorbent set, dominating set, disk graph, wireless ad-hoc network",2007,mobihoc
My Tra Thai,University of Florida,A Dominating and Absorbent Set in a Wireless Ad-Hoc Network with Different Transmission Ranges,"absorbent set, dominating set, disk graph, wireless ad-hoc network",2007,mobihoc
Weili  Wu,University of Texas Dallas,A Dominating and Absorbent Set in a Wireless Ad-Hoc Network with Different Transmission Ranges,"absorbent set, dominating set, disk graph, wireless ad-hoc network",2007,mobihoc
András  Faragó,University of Texas Dallas,A Dominating and Absorbent Set in a Wireless Ad-Hoc Network with Different Transmission Ranges,"absorbent set, dominating set, disk graph, wireless ad-hoc network",2007,mobihoc
Elizabeth M Daly,Trinity College Dublin,Social Network Analysis for Routing in Disconnected Delay-Tolerant MANETs,"MANETs, ego networks, delay & disruption tolerant networks, social network analysis, sparse networks",2007,mobihoc
Mads  Haahr,Trinity College Dublin,Social Network Analysis for Routing in Disconnected Delay-Tolerant MANETs,"MANETs, ego networks, delay & disruption tolerant networks, social network analysis, sparse networks",2007,mobihoc
Michele  Garetto,Università degli Studi di Torino,Capacity Scaling in Delay Tolerant Networks with Heterogeneous Mobile Nodes,"network capacity, routing, delay tolerant networking",2007,mobihoc
Paolo  Giaccone,Politecnico di Torino,Capacity Scaling in Delay Tolerant Networks with Heterogeneous Mobile Nodes,"network capacity, routing, delay tolerant networking",2007,mobihoc
Emilio Leonardi,Politecnico di Torino,Capacity Scaling in Delay Tolerant Networks with Heterogeneous Mobile Nodes,"network capacity, routing, delay tolerant networking",2007,mobihoc
Cong  Liu,Florida Atlantic University,Scalable Routing in Delay Tolerant Networks,"scalability, contact, hierarchical routing, motion cycle, simulation, delay tolerant networks (DTNs), delivery",2007,mobihoc
Jie  Wu,Florida Atlantic University,Scalable Routing in Delay Tolerant Networks,"scalability, contact, hierarchical routing, motion cycle, simulation, delay tolerant networks (DTNs), delivery",2007,mobihoc
John P Burgess,BBN Technologies,Surviving Attacks on Disruption-Tolerant Networks without Authentication,"deployment, security, DTN, mobility, routing",2007,mobihoc
George Dean Bissias,University of Massachusetts Amherst,Surviving Attacks on Disruption-Tolerant Networks without Authentication,"deployment, security, DTN, mobility, routing",2007,mobihoc
Mark D Corner,University of Massachusetts Amherst,Surviving Attacks on Disruption-Tolerant Networks without Authentication,"deployment, security, DTN, mobility, routing",2007,mobihoc
Brian Neil Levine,University of Massachusetts Amherst,Surviving Attacks on Disruption-Tolerant Networks without Authentication,"deployment, security, DTN, mobility, routing",2007,mobihoc
Ronghua  Wang,Syracuse University,Containing Denial-of-Service Attacks in Broadcast Authentication in Sensor Networks,"broadcast delay, energy saving, denial of service attack, security, wireless sensor networks",2007,mobihoc
Wenliang (Kevin) Du,Syracuse University,Containing Denial-of-Service Attacks in Broadcast Authentication in Sensor Networks,"broadcast delay, energy saving, denial of service attack, security, wireless sensor networks",2007,mobihoc
Peng Ning,North Carolina State University,Containing Denial-of-Service Attacks in Broadcast Authentication in Sensor Networks,"broadcast delay, energy saving, denial of service attack, security, wireless sensor networks",2007,mobihoc
Mauro  Conti,Università di Roma La Sapienza,"A Randomized, Efficient, and Distributed Protocol for the Detection of Node Replication Attacks in Wireless Sensor Networks","wireless sensor networks security, node replication attack detection, distributed protocol, resilience, efficiency",2007,mobihoc
Roberto Di Pietro,Università di Roma Tre,"A Randomized, Efficient, and Distributed Protocol for the Detection of Node Replication Attacks in Wireless Sensor Networks","wireless sensor networks security, node replication attack detection, distributed protocol, resilience, efficiency",2007,mobihoc
