Author_Name,University/Organization,Paper_title,Keywords,Year,Conference
Neal Patwari,Sensing & Process. Across Networks Lab. ECE Dept.,"Effects of Correlated Shadowing: Connectivity, Localization, and RF Tomography","joint path loss, radio propagation, localization, signal strength, fading, connectivity, channel model, RF imaging",2008,ipsn
Piyush Agrawal,Sensing & Process. Across Networks Lab. ECE Dept.,"Effects of Correlated Shadowing: Connectivity, Localization, and RF Tomography","joint path loss, radio propagation, localization, signal strength, fading, connectivity, channel model, RF imaging",2008,ipsn
Abhimanyu Das,Southern California University,Sensor Selection for Minimizing Worst-Case Prediction Error,"spatial correlation, sensor selection, estimation, sensor placement",2008,ipsn
David Kempe,Southern California University,Sensor Selection for Minimizing Worst-Case Prediction Error,"spatial correlation, sensor selection, estimation, sensor placement",2008,ipsn
M. A. Osborne,Dept. of Eng. Sci.,Towards Real-Time Information Processing of Sensor Network Data Using Computationally Efficient Multi-Output Gaussian Processes,"sensor network, information processing, Gaussian processes",2008,ipsn
S. J. Roberts,Dept. of Eng. Sci.,Towards Real-Time Information Processing of Sensor Network Data Using Computationally Efficient Multi-Output Gaussian Processes,"sensor network, information processing, Gaussian processes",2008,ipsn
A. Rogers,,Towards Real-Time Information Processing of Sensor Network Data Using Computationally Efficient Multi-Output Gaussian Processes,"sensor network, information processing, Gaussian processes",2008,ipsn
S. D. Ramchurn,,Towards Real-Time Information Processing of Sensor Network Data Using Computationally Efficient Multi-Output Gaussian Processes,"sensor network, information processing, Gaussian processes",2008,ipsn
N. R. Jennings,,Towards Real-Time Information Processing of Sensor Network Data Using Computationally Efficient Multi-Output Gaussian Processes,"sensor network, information processing, Gaussian processes",2008,ipsn
Huijia Lin,Comput. Sci.,Composable Information Gradients in Wireless Sensor Networks,"Information Gradients, System Design, Data-centric Routing, Harmonic Function",2008,ipsn
Maohua Lu,,Composable Information Gradients in Wireless Sensor Networks,"Information Gradients, System Design, Data-centric Routing, Harmonic Function",2008,ipsn
Nikola Milosavljevic,,Composable Information Gradients in Wireless Sensor Networks,"Information Gradients, System Design, Data-centric Routing, Harmonic Function",2008,ipsn
Jie Gao,,Composable Information Gradients in Wireless Sensor Networks,"Information Gradients, System Design, Data-centric Routing, Harmonic Function",2008,ipsn
Leonidas J. Guibas,,Composable Information Gradients in Wireless Sensor Networks,"Information Gradients, System Design, Data-centric Routing, Harmonic Function",2008,ipsn
Ram Rajagopal,University of California Berkeley,Distributed Online Simultaneous Fault Detection for Multiple Sensors,"sequential hypothesis testing, fault detection, fault tolerance, change point",2008,ipsn
XuanLong Nguyen,,Distributed Online Simultaneous Fault Detection for Multiple Sensors,"sequential hypothesis testing, fault detection, fault tolerance, change point",2008,ipsn
Sinem Coleri Ergen,,Distributed Online Simultaneous Fault Detection for Multiple Sensors,"sequential hypothesis testing, fault detection, fault tolerance, change point",2008,ipsn
Pravin Varaiya,,Distributed Online Simultaneous Fault Detection for Multiple Sensors,"sequential hypothesis testing, fault detection, fault tolerance, change point",2008,ipsn
Sumana Srinivasan,Indian Institute of Technology,ACE in the Hole: Adaptive Contour Estimation Using Collaborating Mobile Sensors,"mobile, estimation, adaptive, contour, sensors, collaboration",2008,ipsn
Krithi Ramamritham,Indian Institute of Technology,ACE in the Hole: Adaptive Contour Estimation Using Collaborating Mobile Sensors,"mobile, estimation, adaptive, contour, sensors, collaboration",2008,ipsn
Purushottam Kulkarni,Indian Institute of Technology,ACE in the Hole: Adaptive Contour Estimation Using Collaborating Mobile Sensors,"mobile, estimation, adaptive, contour, sensors, collaboration",2008,ipsn
Vinod Namboodiri,Dept. of Electr. & Comput. Eng.,Alert: An Adaptive Low-Latency Event-Driven MAC Protocol for Wireless Sensor Networks,"Wireless Sensor Networks, MAC Protocol",2008,ipsn
Abtin Keshavarzian,,Alert: An Adaptive Low-Latency Event-Driven MAC Protocol for Wireless Sensor Networks,"Wireless Sensor Networks, MAC Protocol",2008,ipsn
Salah A. Aly,Texas A&M University,Fountain Codes Based Distributed Storage Algorithms for Large-Scale Wireless Sensor Networks,[],2008,ipsn
Zhenning Kong,,Fountain Codes Based Distributed Storage Algorithms for Large-Scale Wireless Sensor Networks,[],2008,ipsn
Emina Soljanin,,Fountain Codes Based Distributed Storage Algorithms for Large-Scale Wireless Sensor Networks,[],2008,ipsn
Godwin Shen,Dept. of Electr. Eng. - Syst.,Joint Routing and 2D Transform Optimization for Irregular Sensor Network Grids Using Wavelet Lifting,[],2008,ipsn
Antonio Ortega,Dept. of Electr. Eng. - Syst.,Joint Routing and 2D Transform Optimization for Irregular Sensor Network Grids Using Wavelet Lifting,[],2008,ipsn
Pei Zhang,Princeton University,LOCALE: Collaborative Localization Estimation for Sparse Mobile Sensor Networks,"Sparse Networks, Disconnected Networks, Mobile, Localization, Delay-Tolerant, Collaboration",2008,ipsn
Margaret Martonosi,Princeton University,LOCALE: Collaborative Localization Estimation for Sparse Mobile Sensor Networks,"Sparse Networks, Disconnected Networks, Mobile, Localization, Delay-Tolerant, Collaboration",2008,ipsn
Olga Saukh,University Bonn & Fraunhofer IAIS,On Boundary Recognition without Location Information in Wireless Sensor Networks,"boundary detection, sensor networks, embedding, topology, graph theory",2008,ipsn
Robert Sauter,University Bonn & Fraunhofer IAIS,On Boundary Recognition without Location Information in Wireless Sensor Networks,"boundary detection, sensor networks, embedding, topology, graph theory",2008,ipsn
Matthias Gauger,University Bonn & Fraunhofer IAIS,On Boundary Recognition without Location Information in Wireless Sensor Networks,"boundary detection, sensor networks, embedding, topology, graph theory",2008,ipsn
Pedro José Marrón,University Bonn & Fraunhofer IAIS,On Boundary Recognition without Location Information in Wireless Sensor Networks,"boundary detection, sensor networks, embedding, topology, graph theory",2008,ipsn
Kurt Rothermel,,On Boundary Recognition without Location Information in Wireless Sensor Networks,"boundary detection, sensor networks, embedding, topology, graph theory",2008,ipsn
Oliver Obst,CSIRO Inf. & Commun. Technol. Centre,Using Echo State Networks for Anomaly Detection in Underground Coal Mines,"echo state networks, recurrent neural networks, bayesian networks, coal mines, sensor networks, anomaly detection",2008,ipsn
X. Rosalind Wang,CSIRO Inf. & Commun. Technol. Centre,Using Echo State Networks for Anomaly Detection in Underground Coal Mines,"echo state networks, recurrent neural networks, bayesian networks, coal mines, sensor networks, anomaly detection",2008,ipsn
Mikhail Prokopenko,CSIRO Inf. & Commun. Technol. Centre,Using Echo State Networks for Anomaly Detection in Underground Coal Mines,"echo state networks, recurrent neural networks, bayesian networks, coal mines, sensor networks, anomaly detection",2008,ipsn
Qing Cao,Dept. of Comput. Sci.,LiteOS Operating System: Towards Unix-Like Abstractions for Wireless Sensor Networks,"LiteOS, wireless sensor networks, operating system",2008,ipsn
Tarek Abdelzaher,Dept. of Comput. Sci.,LiteOS Operating System: Towards Unix-Like Abstractions for Wireless Sensor Networks,"LiteOS, wireless sensor networks, operating system",2008,ipsn
John Stankovic,,LiteOS Operating System: Towards Unix-Like Abstractions for Wireless Sensor Networks,"LiteOS, wireless sensor networks, operating system",2008,ipsn
Tian He,,LiteOS Operating System: Towards Unix-Like Abstractions for Wireless Sensor Networks,"LiteOS, wireless sensor networks, operating system",2008,ipsn
An Liu,Dept. of Comput. Sci.,TinyECC: A Configurable Library for Elliptic Curve Cryptography in Wireless Sensor Networks,"Wireless sensor network security, public key cryptography, ECC, TinyECC",2008,ipsn
Peng Ning,Dept. of Comput. Sci.,TinyECC: A Configurable Library for Elliptic Curve Cryptography in Wireless Sensor Networks,"Wireless sensor network security, public key cryptography, ECC, TinyECC",2008,ipsn
Dimitrios Lymberopoulos,Yale University,Towards Energy Efficient Design of Multi-Radio Platforms for Wireless Sensor Networks,[],2008,ipsn
Nissanka B. Priyantha,,Towards Energy Efficient Design of Multi-Radio Platforms for Wireless Sensor Networks,[],2008,ipsn
Michel Goraczko,,Towards Energy Efficient Design of Multi-Radio Platforms for Wireless Sensor Networks,[],2008,ipsn
Feng Zhao,,Towards Energy Efficient Design of Multi-Radio Platforms for Wireless Sensor Networks,[],2008,ipsn
Nupur Kothari,University of Southern California,Deriving State Machines from TinyOS Programs Using Symbolic Execution,[],2008,ipsn
Todd Millstein,,Deriving State Machines from TinyOS Programs Using Symbolic Execution,[],2008,ipsn
Ramesh Govindan,,Deriving State Machines from TinyOS Programs Using Symbolic Execution,[],2008,ipsn
Prabal Dutta,Comput. Sci. Div.,Energy Metering for Free: Augmenting Switching Regulators for Real-Time Monitoring,"energy meter, low power, current accumulation",2008,ipsn
Mark Feldmeier,,Energy Metering for Free: Augmenting Switching Regulators for Real-Time Monitoring,"energy meter, low power, current accumulation",2008,ipsn
Joseph Paradiso,,Energy Metering for Free: Augmenting Switching Regulators for Real-Time Monitoring,"energy meter, low power, current accumulation",2008,ipsn
David Culler,Comput. Sci. Div.,Energy Metering for Free: Augmenting Switching Regulators for Real-Time Monitoring,"energy meter, low power, current accumulation",2008,ipsn
Carlos Ernesto Guestrin,Intel Research - Berkeley Lab,Distributed Regression: An Efficient Framework for Modeling Sensor Network Data,"wireless sensor networks, distributed algorithms, machine learning, regression",2004,ipsn
Peter  Bodík,University of California Berkeley,Distributed Regression: An Efficient Framework for Modeling Sensor Network Data,"wireless sensor networks, distributed algorithms, machine learning, regression",2004,ipsn
Romain Jean Thibaux,University of California Berkeley,Distributed Regression: An Efficient Framework for Modeling Sensor Network Data,"wireless sensor networks, distributed algorithms, machine learning, regression",2004,ipsn
Mark Andrew Paskin,University of California Berkeley,Distributed Regression: An Efficient Framework for Modeling Sensor Network Data,"wireless sensor networks, distributed algorithms, machine learning, regression",2004,ipsn
Samuel Ross Madden,Intel Research - Berkeley Lab,Distributed Regression: An Efficient Framework for Modeling Sensor Network Data,"wireless sensor networks, distributed algorithms, machine learning, regression",2004,ipsn
Dzulkifli S Scherber,University of Maryland College Park,Locally Constructed Algorithms for Distributed Computations in Ad-Hoc Networks,"distributed algorithms, sensor networks, distributed estimation",2004,ipsn
Haralabos C Papadopoulos,University of Maryland College Park,Locally Constructed Algorithms for Distributed Computations in Ad-Hoc Networks,"distributed algorithms, sensor networks, distributed estimation",2004,ipsn
Michael G Rabbat,University of Wisconsin Madison,Distributed Optimization in Sensor Networks,"incremental subgradient methods, energy-accuracy tradeoff, distributed optimization",2004,ipsn
Robert D Nowak,University of Wisconsin Madison,Distributed Optimization in Sensor Networks,"incremental subgradient methods, energy-accuracy tradeoff, distributed optimization",2004,ipsn
Sundeep  Pattem,University of Southern California,Impact of Spatial Correlation on Routing with Compression in Wireless Sensor Networks,"simulations, analytical modeling, sensor networks",2004,ipsn
Bhaskar  Krishnamachari,University of Southern California,Impact of Spatial Correlation on Routing with Compression in Wireless Sensor Networks,"simulations, analytical modeling, sensor networks",2004,ipsn
R. Govindan,University of Southern California,Impact of Spatial Correlation on Routing with Compression in Wireless Sensor Networks,"simulations, analytical modeling, sensor networks",2004,ipsn
Hanbiao  Wang,University of California Los Angeles,Entropy-Based Sensor Selection Heuristic for Target Localization,"target localization, mutual information, information fusion, target tracking, information-directed resource management, wireless sensor networks, sensor selection, Shannon entropy",2004,ipsn
Kung  Yao,University of California Los Angeles,Entropy-Based Sensor Selection Heuristic for Target Localization,"target localization, mutual information, information fusion, target tracking, information-directed resource management, wireless sensor networks, sensor selection, Shannon entropy",2004,ipsn
Gregory J Pottie,University of California Los Angeles,Entropy-Based Sensor Selection Heuristic for Target Localization,"target localization, mutual information, information fusion, target tracking, information-directed resource management, wireless sensor networks, sensor selection, Shannon entropy",2004,ipsn
D Estrin,University of California Los Angeles,Entropy-Based Sensor Selection Heuristic for Target Localization,"target localization, mutual information, information fusion, target tracking, information-directed resource management, wireless sensor networks, sensor selection, Shannon entropy",2004,ipsn
Pratik  Biswas,Stanford,Semidefinite Programming for Ad Hoc Wireless Sensor Network Localization,"sensor network localization, semidefinite programming",2004,ipsn
Yinyu  Ye,Stanford,Semidefinite Programming for Ad Hoc Wireless Sensor Network Localization,"sensor network localization, semidefinite programming",2004,ipsn
Jing  Li,Mississippi State University,A Bit-Map-Assisted Energy-Efficient MAC Scheme for Wireless Sensor Networks,"energy-efficiency, wireless sensor networks, MAC protocols",2004,ipsn
Georgios Y Lazarou,Mississippi State University,A Bit-Map-Assisted Energy-Efficient MAC Scheme for Wireless Sensor Networks,"energy-efficiency, wireless sensor networks, MAC protocols",2004,ipsn
Aram  Galstyan,University of Southern California,Distributed Online Localization in Sensor Networks Using a Moving Target,[],2004,ipsn
Bhaskar  Krishnamachari,University of Southern California,Distributed Online Localization in Sensor Networks Using a Moving Target,[],2004,ipsn
Kristina  Lerman,University of Southern California,Distributed Online Localization in Sensor Networks Using a Moving Target,[],2004,ipsn
Sundeep  Pattem,University of Southern California,Distributed Online Localization in Sensor Networks Using a Moving Target,[],2004,ipsn
Karim  Seada,University of Southern California,On the Effect of Localization Errors on Geographic Face Routing in Sensor Networks,"geographic routing, data-centric storage, face routing, location errors, wireless sensor networks, localization inaccuracy",2004,ipsn
Ahmed Helmy,University of Southern California,On the Effect of Localization Errors on Geographic Face Routing in Sensor Networks,"geographic routing, data-centric storage, face routing, location errors, wireless sensor networks, localization inaccuracy",2004,ipsn
R. Govindan,University of Southern California,On the Effect of Localization Errors on Geographic Face Routing in Sensor Networks,"geographic routing, data-centric storage, face routing, location errors, wireless sensor networks, localization inaccuracy",2004,ipsn
Gwen  Barriac,University of California Santa Barbara,Distributed Beamforming for Information Transfer in Sensor Networks,"distributed beamforming, sensors, synchronization",2004,ipsn
Raghuraman  Mudumbai,University of California Santa Barbara,Distributed Beamforming for Information Transfer in Sensor Networks,"distributed beamforming, sensors, synchronization",2004,ipsn
Upamanyu  Madhow,University of California Santa Barbara,Distributed Beamforming for Information Transfer in Sensor Networks,"distributed beamforming, sensors, synchronization",2004,ipsn
Animesh  Kumar,University of California Berkeley,On Distributed Sampling of Smooth Non-Bandlimited Fields,"scaling laws, oversampling, sensor networks, distributed sampling, A/D conversion, dither function, aliasing, non-bandlimited",2004,ipsn
Prakash  Ishwar,University of California Berkeley,On Distributed Sampling of Smooth Non-Bandlimited Fields,"scaling laws, oversampling, sensor networks, distributed sampling, A/D conversion, dither function, aliasing, non-bandlimited",2004,ipsn
Kannan  Ramchandran,University of California Berkeley,On Distributed Sampling of Smooth Non-Bandlimited Fields,"scaling laws, oversampling, sensor networks, distributed sampling, A/D conversion, dither function, aliasing, non-bandlimited",2004,ipsn
Mark J Coates,McGill University,Distributed Particle Filters for Sensor Networks,"particle filtering, quantization, sensor network",2004,ipsn
Saeed Abdullah Aldosari,Carnegie Mellon University,Fusion in Sensor Networks with Communication Constraints,"genetic algorithm, sensor networks, decision fusion, quantization, decentralized detection",2004,ipsn
José Manuel F Moura,Carnegie Mellon University,Fusion in Sensor Networks with Communication Constraints,"genetic algorithm, sensor networks, decision fusion, quantization, decentralized detection",2004,ipsn
Mark Adam Perillo,University of Rochester,An Energy Conservation Method for Wireless Sensor Networks Employing a Blue Noise Spatial Sampling Technique,"blue noise, sensor management, wireless sensor networks",2004,ipsn
Željko  Ignjatović,University of Rochester,An Energy Conservation Method for Wireless Sensor Networks Employing a Blue Noise Spatial Sampling Technique,"blue noise, sensor management, wireless sensor networks",2004,ipsn
Wendi B Heinzelman,University of Rochester,An Energy Conservation Method for Wireless Sensor Networks Employing a Blue Noise Spatial Sampling Technique,"blue noise, sensor management, wireless sensor networks",2004,ipsn
Rebecca M Willett,Rice University,Backcasting: Adaptive Sampling for Sensor Networks,"multiscale analysis, energy constraints, hierarchical communication, field estimation",2004,ipsn
Aline  Martin,University of Wisconsin Madison,Backcasting: Adaptive Sampling for Sensor Networks,"multiscale analysis, energy constraints, hierarchical communication, field estimation",2004,ipsn
Robert D Nowak,University of Wisconsin Madison,Backcasting: Adaptive Sampling for Sensor Networks,"multiscale analysis, energy constraints, hierarchical communication, field estimation",2004,ipsn
David Howard Goldberg,Johns Hopkins University,A Wake-up Detector for an Acoustic Surveillance Sensor Network: Algorithm and VLSI Implementation,"power management, VLSI implementation, maximum likelihood estimation, acoustic surveillance, sensor networks, periodicity, wake-up detection",2004,ipsn
Andreas G Andreou,Johns Hopkins University,A Wake-up Detector for an Acoustic Surveillance Sensor Network: Algorithm and VLSI Implementation,"power management, VLSI implementation, maximum likelihood estimation, acoustic surveillance, sensor networks, periodicity, wake-up detection",2004,ipsn
Pedro  Julián,Universidad Nacional del Sur,A Wake-up Detector for an Acoustic Surveillance Sensor Network: Algorithm and VLSI Implementation,"power management, VLSI implementation, maximum likelihood estimation, acoustic surveillance, sensor networks, periodicity, wake-up detection",2004,ipsn
Philippe O Pouliquen,Johns Hopkins University,A Wake-up Detector for an Acoustic Surveillance Sensor Network: Algorithm and VLSI Implementation,"power management, VLSI implementation, maximum likelihood estimation, acoustic surveillance, sensor networks, periodicity, wake-up detection",2004,ipsn
Laurence  Riddle,Signal Systems Corporation Severna Park,A Wake-up Detector for an Acoustic Surveillance Sensor Network: Algorithm and VLSI Implementation,"power management, VLSI implementation, maximum likelihood estimation, acoustic surveillance, sensor networks, periodicity, wake-up detection",2004,ipsn
Rich  Rosasco,Signal Systems Corporation Severna Park,A Wake-up Detector for an Acoustic Surveillance Sensor Network: Algorithm and VLSI Implementation,"power management, VLSI implementation, maximum likelihood estimation, acoustic surveillance, sensor networks, periodicity, wake-up detection",2004,ipsn
Deepak Kumar Ganesan,University of California Los Angeles,Power-Efficient Sensor Placement and Transmission Structure for Data Gathering under Distortion Constraints,"energy efficiency, sensing distortion, information theory, sensor networks, data gathering, sensor node placement",2004,ipsn
Rǎzvan  Cristescu,University of California Los Angeles,Power-Efficient Sensor Placement and Transmission Structure for Data Gathering under Distortion Constraints,"energy efficiency, sensing distortion, information theory, sensor networks, data gathering, sensor node placement",2004,ipsn
Baltasar  Beferull-Lozano,University of California Los Angeles,Power-Efficient Sensor Placement and Transmission Structure for Data Gathering under Distortion Constraints,"energy efficiency, sensing distortion, information theory, sensor networks, data gathering, sensor node placement",2004,ipsn
Qing  Fang,Stanford,RoamHBA: Maintaining Group Connectivity in Sensor Networks,"network protocols, sensor networks, applications of sensor networks, network architecture",2004,ipsn
Jie  Li,Palo Alto Research Center,RoamHBA: Maintaining Group Connectivity in Sensor Networks,"network protocols, sensor networks, applications of sensor networks, network architecture",2004,ipsn
Leonidas  Guiba,Stanford,RoamHBA: Maintaining Group Connectivity in Sensor Networks,"network protocols, sensor networks, applications of sensor networks, network architecture",2004,ipsn
Feng  Zha,Palo Alto Research Center,RoamHBA: Maintaining Group Connectivity in Sensor Networks,"network protocols, sensor networks, applications of sensor networks, network architecture",2004,ipsn
Daniel  Marco,University of Michigan Ann Arbor,Reliability vs. Efficiency in Distributed Source Coding for Field-Gathering Sensor Networks,"distributed source coding, efficiency, sensor networks, reliability",2004,ipsn
David L Neuhoff,University of Michigan Ann Arbor,Reliability vs. Efficiency in Distributed Source Coding for Field-Gathering Sensor Networks,"distributed source coding, efficiency, sensor networks, reliability",2004,ipsn
Onur  Arpacioglu,Cornell University,On the Scalability and Capacity of Wireless Networks with Omnidirectional Antennas,"omnidirectional antennas, network capacity, network throughput, network scalability, wireless networks",2004,ipsn
Zygmunt Zeew Haas,Cornell University,On the Scalability and Capacity of Wireless Networks with Omnidirectional Antennas,"omnidirectional antennas, network capacity, network throughput, network scalability, wireless networks",2004,ipsn
Arnab  Chakrabarti,Rice University,Multi-Hop Communication is Order-Optimal for Homogeneous Sensor Networks,"communication, performance of communication schemes, power, multi-hop, transport capacity, beamforming, sensor network, design of schedule in multi-hop sensor network, TDMA, throughput, schedule",2004,ipsn
Ashutosh  Sabharwal,Rice University,Multi-Hop Communication is Order-Optimal for Homogeneous Sensor Networks,"communication, performance of communication schemes, power, multi-hop, transport capacity, beamforming, sensor network, design of schedule in multi-hop sensor network, TDMA, throughput, schedule",2004,ipsn
Behnaam  Aazhang,Rice University,Multi-Hop Communication is Order-Optimal for Homogeneous Sensor Networks,"communication, performance of communication schemes, power, multi-hop, transport capacity, beamforming, sensor network, design of schedule in multi-hop sensor network, TDMA, throughput, schedule",2004,ipsn
Guillermo  Barrenechea,EPFL,"Lattice Sensor Networks: Capacity Limits, Optimal Routing and Robustness to Failures","network capacity, randomized routing, cubic grid network, robustness, failures, distributed routing, torus grid network",2004,ipsn
Baltasar  Beferull-Lozano,EPFL,"Lattice Sensor Networks: Capacity Limits, Optimal Routing and Robustness to Failures","network capacity, randomized routing, cubic grid network, robustness, failures, distributed routing, torus grid network",2004,ipsn
Martin  Vetterli,EPFL,"Lattice Sensor Networks: Capacity Limits, Optimal Routing and Robustness to Failures","network capacity, randomized routing, cubic grid network, robustness, failures, distributed routing, torus grid network",2004,ipsn
Prithwish  Basu,BBN Technologies,Effect of Overhearing Transmissions on Energy Efficiency in Dense Sensor Networks,"overhearing, sensor networks, energy efficiency, data gathering, data dissemination/broadcast",2004,ipsn
Jason  Redi,BBN Technologies,Effect of Overhearing Transmissions on Energy Efficiency in Dense Sensor Networks,"overhearing, sensor networks, energy efficiency, data gathering, data dissemination/broadcast",2004,ipsn
Barbara Ann Hohlt,University of California Berkeley,Flexible Power Scheduling for Sensor Networks,"communication scheduling, power management, sensor networks",2004,ipsn
Lance  Doherty,University of California Berkeley,Flexible Power Scheduling for Sensor Networks,"communication scheduling, power management, sensor networks",2004,ipsn
Eric A. Brewer,University of California Berkeley,Flexible Power Scheduling for Sensor Networks,"communication scheduling, power management, sensor networks",2004,ipsn
Weipeng  Chen,University of Illinois Urbana Champaign,An Energy-Aware Data-Centric Generic Utility Based Approach in Wireless Sensor Networks,"wireless sensor networks, utility-based",2004,ipsn
Lui  Sha,University of Illinois Urbana Champaign,An Energy-Aware Data-Centric Generic Utility Based Approach in Wireless Sensor Networks,"wireless sensor networks, utility-based",2004,ipsn
Alexander T Ihler,Massachusetts Institute of Technology/CSAIL,Nonparametric Belief Propagation for Self-Calibration in Sensor Networks,"nonparametric, NBP, sensor network, belief propagation, calibration, localization",2004,ipsn
John Walker III Fisher,Massachusetts Institute of Technology/CSAIL,Nonparametric Belief Propagation for Self-Calibration in Sensor Networks,"nonparametric, NBP, sensor network, belief propagation, calibration, localization",2004,ipsn
Randolph L Moses,Ohio State University,Nonparametric Belief Propagation for Self-Calibration in Sensor Networks,"nonparametric, NBP, sensor network, belief propagation, calibration, localization",2004,ipsn
Alan S Willsky,Massachusetts Institute of Technology/CSAIL,Nonparametric Belief Propagation for Self-Calibration in Sensor Networks,"nonparametric, NBP, sensor network, belief propagation, calibration, localization",2004,ipsn
Juan  Liu,Palo Alto Research Center,Distributed State Representation for Tracking Problems in Sensor Networks,"group collaboration, sensor network, information, multi-target tracking, target localization, ad hoc network",2004,ipsn
Maurice  Chu,Palo Alto Research Center,Distributed State Representation for Tracking Problems in Sensor Networks,"group collaboration, sensor network, information, multi-target tracking, target localization, ad hoc network",2004,ipsn
Jie  Liu,Palo Alto Research Center,Distributed State Representation for Tracking Problems in Sensor Networks,"group collaboration, sensor network, information, multi-target tracking, target localization, ad hoc network",2004,ipsn
Jim  Reich,Palo Alto Research Center,Distributed State Representation for Tracking Problems in Sensor Networks,"group collaboration, sensor network, information, multi-target tracking, target localization, ad hoc network",2004,ipsn
Feng  Zhao,Palo Alto Research Center,Distributed State Representation for Tracking Problems in Sensor Networks,"group collaboration, sensor network, information, multi-target tracking, target localization, ad hoc network",2004,ipsn
Xin  Zhang,Cornell University,How to Distribute Sensors in a Random Field?,"Gaussian source, rate allocation, water-filling, multiterminal source coding, contra-polymatroid",2004,ipsn
Stephen B Wicker,Cornell University,How to Distribute Sensors in a Random Field?,"Gaussian source, rate allocation, water-filling, multiterminal source coding, contra-polymatroid",2004,ipsn
Alyson K Fletcher,University of California Berkeley,Estimation from Lossy Sensor Data: Jump Linear Modeling and Kalman Filtering,"signal recovery, minimum mean-squared error estimation, tracking, loss mitigation, state-space modeling",2004,ipsn
Sundeep  Rangan,Flarion Technologies,Estimation from Lossy Sensor Data: Jump Linear Modeling and Kalman Filtering,"signal recovery, minimum mean-squared error estimation, tracking, loss mitigation, state-space modeling",2004,ipsn
Vivek K Goyal,Massachusetts Institute of Technology,Estimation from Lossy Sensor Data: Jump Linear Modeling and Kalman Filtering,"signal recovery, minimum mean-squared error estimation, tracking, loss mitigation, state-space modeling",2004,ipsn
James  Newsome,Carnegie Mellon University,Sybil Attack in Sensor Networks: Analysis & Defenses,"security, sybil attack, sensor networks",2004,ipsn
Elaine  Shi,Carnegie Mellon University,Sybil Attack in Sensor Networks: Analysis & Defenses,"security, sybil attack, sensor networks",2004,ipsn
Dawn  Song,Carnegie Mellon University,Sybil Attack in Sensor Networks: Analysis & Defenses,"security, sybil attack, sensor networks",2004,ipsn
Adrian Perrig,Carnegie Mellon University,Sybil Attack in Sensor Networks: Analysis & Defenses,"security, sybil attack, sensor networks",2004,ipsn
Rahul  Biswas,Stanford,A Probabilistic Approach to Inference with Limited Information in Sensor Networks,[],2004,ipsn
Sebastian B Thrun,Stanford,A Probabilistic Approach to Inference with Limited Information in Sensor Networks,[],2004,ipsn
Leonidas John Guibas,Stanford,A Probabilistic Approach to Inference with Limited Information in Sensor Networks,[],2004,ipsn
