Author_Name,University/Organization,Paper_title,Keywords,Year,Conference
Jianzhe  Liang,Network Sciences and Cyberspace,In-Band Network Function Telemetry,"Network function virtualization, network telemetry",2018,sigcomm
Jun Bi,Network Sciences and Cyberspace,In-Band Network Function Telemetry,"Network function virtualization, network telemetry",2018,sigcomm
Yu Zhou,Network Sciences and Cyberspace,In-Band Network Function Telemetry,"Network function virtualization, network telemetry",2018,sigcomm
Cheng  Zhang,Network Sciences and Cyberspace,In-Band Network Function Telemetry,"Network function virtualization, network telemetry",2018,sigcomm
Heng  Yu,Institute for Network Sciences and Cyberspace,KeySched: Timeslot-Based Hot Key Scheduling for Load Balancing in Key-Value Store,"Key-value store, Load balance, SmartNIC",2018,sigcomm
Jun Bi,Institute for Network Sciences and Cyberspace,KeySched: Timeslot-Based Hot Key Scheduling for Load Balancing in Key-Value Store,"Key-value store, Load balance, SmartNIC",2018,sigcomm
Chen Sun,Institute for Network Sciences and Cyberspace,KeySched: Timeslot-Based Hot Key Scheduling for Load Balancing in Key-Value Store,"Key-value store, Load balance, SmartNIC",2018,sigcomm
Patrick  Kalmbach,Technical University of Munich,Modeling IP-to-IP Communication Using the Weighted Stochastic Block Model,"Stochastic Block Model, Data Analysis, Network Monitoring",2018,sigcomm
Lion  Gleiter,Technical University of Munich,Modeling IP-to-IP Communication Using the Weighted Stochastic Block Model,"Stochastic Block Model, Data Analysis, Network Monitoring",2018,sigcomm
Johannes  Zerwas,Technical University of Munich,Modeling IP-to-IP Communication Using the Weighted Stochastic Block Model,"Stochastic Block Model, Data Analysis, Network Monitoring",2018,sigcomm
Andreas  Blenk,Technical University of Munich,Modeling IP-to-IP Communication Using the Weighted Stochastic Block Model,"Stochastic Block Model, Data Analysis, Network Monitoring",2018,sigcomm
Wolfgang  Kellerer,Technical University of Munich,Modeling IP-to-IP Communication Using the Weighted Stochastic Block Model,"Stochastic Block Model, Data Analysis, Network Monitoring",2018,sigcomm
Stefan  Schmid,University of Vienna,Modeling IP-to-IP Communication Using the Weighted Stochastic Block Model,"Stochastic Block Model, Data Analysis, Network Monitoring",2018,sigcomm
Jiasong  Bai,Institute for Network Sciences and Cyberspace,Filtering Spoofed IP Traffic Using Switching ASICs,"Hop-Count Filter, Programmable Switch, Spoofed IP Traffic",2018,sigcomm
Jun Bi,Institute for Network Sciences and Cyberspace,Filtering Spoofed IP Traffic Using Switching ASICs,"Hop-Count Filter, Programmable Switch, Spoofed IP Traffic",2018,sigcomm
Menghao  Zhang,Institute for Network Sciences and Cyberspace,Filtering Spoofed IP Traffic Using Switching ASICs,"Hop-Count Filter, Programmable Switch, Spoofed IP Traffic",2018,sigcomm
Guanyu  Li,Institute for Network Sciences and Cyberspace,Filtering Spoofed IP Traffic Using Switching ASICs,"Hop-Count Filter, Programmable Switch, Spoofed IP Traffic",2018,sigcomm
Quentin De Coninck,UCLouvain,Observing Network Handovers with Multipath TCP,[],2018,sigcomm
Olivier  Bonaventure,UCLouvain,Observing Network Handovers with Multipath TCP,[],2018,sigcomm
Nico  Hinze,Freie Universität Berlin,On the Potential of BGP Flowspec for DDoS Mitigation at Two Sources: ISP and IXP,[],2018,sigcomm
Marcin  Nawrocki,Freie Universität Berlin,On the Potential of BGP Flowspec for DDoS Mitigation at Two Sources: ISP and IXP,[],2018,sigcomm
Mattijs  Jonker,University of Twente,On the Potential of BGP Flowspec for DDoS Mitigation at Two Sources: ISP and IXP,[],2018,sigcomm
Alberto Dainotti,CAIDA,On the Potential of BGP Flowspec for DDoS Mitigation at Two Sources: ISP and IXP,[],2018,sigcomm
Thomas C. Schmidt,HAW Hamburg,On the Potential of BGP Flowspec for DDoS Mitigation at Two Sources: ISP and IXP,[],2018,sigcomm
Matthias Wählisch,Freie Universität Berlin,On the Potential of BGP Flowspec for DDoS Mitigation at Two Sources: ISP and IXP,[],2018,sigcomm
Oliver  Hohlfeld,RWTH Aachen University,Operating a DNS-Based Active Internet Observatory,"DNS, Cloud, HTTP2, active measurements, CDN, QUIC",2018,sigcomm
Zili Meng,Institute for Network Sciences and Cyberspace,"PAM: When Overloaded, Push Your Neighbor Aside!","SmartNIC, NFV, Service Chain, Dynamic Scaling",2018,sigcomm
Jun Bi,Institute for Network Sciences and Cyberspace,"PAM: When Overloaded, Push Your Neighbor Aside!","SmartNIC, NFV, Service Chain, Dynamic Scaling",2018,sigcomm
Chen Sun,Institute for Network Sciences and Cyberspace,"PAM: When Overloaded, Push Your Neighbor Aside!","SmartNIC, NFV, Service Chain, Dynamic Scaling",2018,sigcomm
Shuhe  Wang,Institute for Network Sciences and Cyberspace,"PAM: When Overloaded, Push Your Neighbor Aside!","SmartNIC, NFV, Service Chain, Dynamic Scaling",2018,sigcomm
Minhu  Wang,Institute for Network Sciences and Cyberspace,"PAM: When Overloaded, Push Your Neighbor Aside!","SmartNIC, NFV, Service Chain, Dynamic Scaling",2018,sigcomm
Hongxin Hu,School of Computing,"PAM: When Overloaded, Push Your Neighbor Aside!","SmartNIC, NFV, Service Chain, Dynamic Scaling",2018,sigcomm
Andreas  Blenk,Technical University of Munich,Perfbench: A Tool for Predictability Analysis in Multi-Tenant Software-Defined Networks,"Multi-Tenancy, Measurements, Virtual Networks, OpenFlow, Performance, Network Slicing",2018,sigcomm
Arsany  Basta,Technical University of Munich,Perfbench: A Tool for Predictability Analysis in Multi-Tenant Software-Defined Networks,"Multi-Tenancy, Measurements, Virtual Networks, OpenFlow, Performance, Network Slicing",2018,sigcomm
Laurenz  Henkel,Technical University of Munich,Perfbench: A Tool for Predictability Analysis in Multi-Tenant Software-Defined Networks,"Multi-Tenancy, Measurements, Virtual Networks, OpenFlow, Performance, Network Slicing",2018,sigcomm
Johannes  Zerwas,Technical University of Munich,Perfbench: A Tool for Predictability Analysis in Multi-Tenant Software-Defined Networks,"Multi-Tenancy, Measurements, Virtual Networks, OpenFlow, Performance, Network Slicing",2018,sigcomm
Wolfgang  Kellerer,Technical University of Munich,Perfbench: A Tool for Predictability Analysis in Multi-Tenant Software-Defined Networks,"Multi-Tenancy, Measurements, Virtual Networks, OpenFlow, Performance, Network Slicing",2018,sigcomm
Stefan  Schmid,University of Vienna,Perfbench: A Tool for Predictability Analysis in Multi-Tenant Software-Defined Networks,"Multi-Tenancy, Measurements, Virtual Networks, OpenFlow, Performance, Network Slicing",2018,sigcomm
Mohammed  Alasmar,Department of Informatics,Polyraptor: Embracing Path and Data Redundancy in Data Centres for Efficient Data Transport,"Datacenter Storage, Data Transport, Fountain coding",2018,sigcomm
George  Parisis,Department of Informatics,Polyraptor: Embracing Path and Data Redundancy in Data Centres for Efficient Data Transport,"Datacenter Storage, Data Transport, Fountain coding",2018,sigcomm
J. Crowcroft,Computer Laboratory,Polyraptor: Embracing Path and Data Redundancy in Data Centres for Efficient Data Transport,"Datacenter Storage, Data Transport, Fountain coding",2018,sigcomm
Calvin Ardi,University of Southern California/Information Sciences Institute,Poster: Towards a Collaborative and Retrospective Understanding of Security Events with Retro-Future,[],2018,sigcomm
John S. Heidemann,University of Southern California/Information Sciences Institute,Poster: Towards a Collaborative and Retrospective Understanding of Security Events with Retro-Future,[],2018,sigcomm
Gina  Fisk,Los Alamos National Laboratory,Poster: Towards a Collaborative and Retrospective Understanding of Security Events with Retro-Future,[],2018,sigcomm
Mike Fisk,Los Alamos National Laboratory,Poster: Towards a Collaborative and Retrospective Understanding of Security Events with Retro-Future,[],2018,sigcomm
Christos  Papadopoulos,Colorado State University,Poster: Towards a Collaborative and Retrospective Understanding of Security Events with Retro-Future,[],2018,sigcomm
Gonzalo  Marín,AIT Austrian Institute of Technology,RawPower: Deep Learning Based Anomaly Detection from Raw Network Traffic Measurements,"Network Traffic Measurements and Analysis, Deep Learning, Anomaly Detection",2018,sigcomm
Pedro  Casas,AIT Austrian Institute of Technology,RawPower: Deep Learning Based Anomaly Detection from Raw Network Traffic Measurements,"Network Traffic Measurements and Analysis, Deep Learning, Anomaly Detection",2018,sigcomm
Germán  Capdehourat,IIE-FING,RawPower: Deep Learning Based Anomaly Detection from Raw Network Traffic Measurements,"Network Traffic Measurements and Analysis, Deep Learning, Anomaly Detection",2018,sigcomm
Bangwen  Deng,Tsinghua University,Redundant Logic Elimination in Network Functions,"network functions, redundant logic elimination",2018,sigcomm
Wenfei  Wu,Tsinghua University,Redundant Logic Elimination in Network Functions,"network functions, redundant logic elimination",2018,sigcomm
Salvator  Galea,University of Cambridge,Revealing Hidden Hierarchical Heavy Hitters in Network Traffic,[],2018,sigcomm
Andrew W Moore,University of Cambridge,Revealing Hidden Hierarchical Heavy Hitters in Network Traffic,[],2018,sigcomm
Gianni  Antichi,Queen Mary University of London,Revealing Hidden Hierarchical Heavy Hitters in Network Traffic,[],2018,sigcomm
Giuseppe  Bianchi,University of Rome Tor Vergata,Revealing Hidden Hierarchical Heavy Hitters in Network Traffic,[],2018,sigcomm
Roberto  Bifulco,NEC Laboratories Europe,Revealing Hidden Hierarchical Heavy Hitters in Network Traffic,[],2018,sigcomm
Dániel  Varga,ELTE Eötvös Loránd University,Scalable Surface Reconstruction in the Mobile Edge,"mobile edge cloud, parallel computing, surface reconstruction",2018,sigcomm
Sándor  Laki,ELTE Eötvös Loránd University,Scalable Surface Reconstruction in the Mobile Edge,"mobile edge cloud, parallel computing, surface reconstruction",2018,sigcomm
Qiao  Xiang,Tongji/Yale,SFP: Toward Interdomain Routing for SDN Networks,"SDN, Interdomain Routing, On-Demand Information Dissemination",2018,sigcomm
Chin  Guok,LBNL,SFP: Toward Interdomain Routing for SDN Networks,"SDN, Interdomain Routing, On-Demand Information Dissemination",2018,sigcomm
Franck  Le,IBM Research,SFP: Toward Interdomain Routing for SDN Networks,"SDN, Interdomain Routing, On-Demand Information Dissemination",2018,sigcomm
John  MacAuley,LBNL,SFP: Toward Interdomain Routing for SDN Networks,"SDN, Interdomain Routing, On-Demand Information Dissemination",2018,sigcomm
Harvey B Newman,Caltech,SFP: Toward Interdomain Routing for SDN Networks,"SDN, Interdomain Routing, On-Demand Information Dissemination",2018,sigcomm
Richardyang  Yang,Tongji/Yale,SFP: Toward Interdomain Routing for SDN Networks,"SDN, Interdomain Routing, On-Demand Information Dissemination",2018,sigcomm
Dina Katabi,Massachusetts Institute of Technology,A Framework for Scalable Global IP-Anycast (GIA),"Internet, scalable, routing, architecture, anycast",2000,sigcomm
John T Wroclawski,Massachusetts Institute of Technology,A Framework for Scalable Global IP-Anycast (GIA),"Internet, scalable, routing, architecture, anycast",2000,sigcomm
Luigi  Rizzo,Dip. Ing. Informazione,Pgmcc: A TCP-Friendly Single-Rate Multicast Congestion Control Scheme,"TCP, fairness, multicast, congestion control",2000,sigcomm
Balachander  Krishnamurthy,AT&T Labs-Research,On Network-Aware Clustering of Web Clients,[],2000,sigcomm
Jia  Wang,Cornell University,On Network-Aware Clustering of Web Clients,[],2000,sigcomm
François Louis Baccelli,INRIA-ENS,TCP is Max-plus Linear and What It Tells Us on Its Throughput,[],2000,sigcomm
Dohy  Hong,INRIA-ENS,TCP is Max-plus Linear and What It Tells Us on Its Throughput,[],2000,sigcomm
András  Veres,Traffic Laboratory,On the Propagation of Long-Range Dependence in the Internet,"self-similarity, TCP adaptivity, long-range dependence, TCP congestion control",2000,sigcomm
Kenesi S Molnar,HSN Laboratory,On the Propagation of Long-Range Dependence in the Internet,"self-similarity, TCP adaptivity, long-range dependence, TCP congestion control",2000,sigcomm
Gábor  Vattay,Department of Physics of Complex Systems,On the Propagation of Long-Range Dependence in the Internet,"self-similarity, TCP adaptivity, long-range dependence, TCP congestion control",2000,sigcomm
Jonathan Richard Stone,Stanford Distributed Systems Group,When the CRC and TCP Checksum Disagree,[],2000,sigcomm
C. Partridge,BBN Technologies,When the CRC and TCP Checksum Disagree,[],2000,sigcomm
Peter James McCann,Bell Laboratories,Packet Types: Abstract Specification of Network Protocol Messages,[],2000,sigcomm
Satish Chandra,Bell Laboratories,Packet Types: Abstract Specification of Network Protocol Messages,[],2000,sigcomm
David Clark,Massachusetts Institute of Technology,A Knowledge Plane for the Internet,"network applications, knowledge plane, cognition, network configuration",2003,sigcomm
C. Partridge,BBN Technologies,A Knowledge Plane for the Internet,"network applications, knowledge plane, cognition, network configuration",2003,sigcomm
J Christopher Ramming,SRI International,A Knowledge Plane for the Internet,"network applications, knowledge plane, cognition, network configuration",2003,sigcomm
John T Wroclawski,Massachusetts Institute of Technology,A Knowledge Plane for the Internet,"network applications, knowledge plane, cognition, network configuration",2003,sigcomm
Akihiro  Nakao,Princeton University,A Routing Underlay for Overlay Networks,"overlay networks, infrastructure, routing",2003,sigcomm
Larry L. Peterson,Princeton University,A Routing Underlay for Overlay Networks,"overlay networks, infrastructure, routing",2003,sigcomm
Andy C Bavier,Princeton University,A Routing Underlay for Overlay Networks,"overlay networks, infrastructure, routing",2003,sigcomm
Maruti  Gupta,Portland State University,Greening of the Internet,"energy, protocols, internet",2003,sigcomm
Suresh  Singh,Portland State University,Greening of the Internet,"energy, protocols, internet",2003,sigcomm
Kevin Roland Fall,Intel Research,A Delay-Tolerant Network Architecture for Challenged Internets,[],2003,sigcomm
Anindya  Basu,Bell Laboratories,Routing Using Potentials: A Dynamic Traffic-Aware Routing Algorithm,"congestion, potential, traffic aware, steepest, routing, gradient",2003,sigcomm
Alvin  Lin,Massachuesetts Institute of Technology,Routing Using Potentials: A Dynamic Traffic-Aware Routing Algorithm,"congestion, potential, traffic aware, steepest, routing, gradient",2003,sigcomm
Sharad  Ramanathan,Bell Laboratories,Routing Using Potentials: A Dynamic Traffic-Aware Routing Algorithm,"congestion, potential, traffic aware, steepest, routing, gradient",2003,sigcomm
João Luís Sobrinho,Instituto de Telecomunicações,Network Routing with Path Vector Protocols: Theory and Applications,"algebra, path vector protocols, BGP, border gateway protocol",2003,sigcomm
Timothy G Griffin,AT&T Labs -- Research,Design Principles of Policy Languages for Path Vector Protocols,"border gateway protocol (BGP), routing-policy languages, path-vector protocols, interdomain routing, stable paths problem (SPP)",2003,sigcomm
Aaron D. Jaggard,Tulane University,Design Principles of Policy Languages for Path Vector Protocols,"border gateway protocol (BGP), routing-policy languages, path-vector protocols, interdomain routing, stable paths problem (SPP)",2003,sigcomm
Vijay Ramachandran,Yale University,Design Principles of Policy Languages for Path Vector Protocols,"border gateway protocol (BGP), routing-policy languages, path-vector protocols, interdomain routing, stable paths problem (SPP)",2003,sigcomm
Aleksandar  Kuzmanovic,Rice University,Low-Rate TCP-Targeted Denial of Service Attacks: Shrew vs. the Mice and Elephants,"TCP, retransmission timeout, denial of service",2003,sigcomm
Edward W Knightly,Rice University,Low-Rate TCP-Targeted Denial of Service Attacks: Shrew vs. the Mice and Elephants,"TCP, retransmission timeout, denial of service",2003,sigcomm
Sergey Gorinsky,University of Texas Austin,Robustness to Inflated Subscription in Multicast Congestion Control,"multicast, fair bandwidth allocation, robustness, misbehaving receivers, congestion control",2003,sigcomm
Sugat  Jain,University of Texas Austin,Robustness to Inflated Subscription in Multicast Congestion Control,"multicast, fair bandwidth allocation, robustness, misbehaving receivers, congestion control",2003,sigcomm
Harrick Mayank Vin,University of Texas Austin,Robustness to Inflated Subscription in Multicast Congestion Control,"multicast, fair bandwidth allocation, robustness, misbehaving receivers, congestion control",2003,sigcomm
Yongguang  Zhang,HRL Laboratories,Robustness to Inflated Subscription in Multicast Congestion Control,"multicast, fair bandwidth allocation, robustness, misbehaving receivers, congestion control",2003,sigcomm
Alefiya Hussain,University of Southern California/Information Sciences Institute,A Framework for Classifying Denial of Service Attacks,"time series analysis, denial of service attacks, security, measurement",2003,sigcomm
John S. Heidemann,University of Southern California/Information Sciences Institute,A Framework for Classifying Denial of Service Attacks,"time series analysis, denial of service attacks, security, measurement",2003,sigcomm
Christos  Papadopoulos,University of Southern California/Information Sciences Institute,A Framework for Classifying Denial of Service Attacks,"time series analysis, denial of service attacks, security, measurement",2003,sigcomm
Neil Timothy Spring,University of Washington,Causes of Path Inflation,[],2003,sigcomm
Ratul  Mahajan,University of Washington,Causes of Path Inflation,[],2003,sigcomm
Thomas Edward Anderson,University of Washington,Causes of Path Inflation,[],2003,sigcomm
Harsha  Narayan,University of California San Diego,Impact of Address Allocation and Routing on the Structure and Implementation of Routing Tables,"modeling, routing tables, IP lookups",2003,sigcomm
R. Govindan,University of Southern California,Impact of Address Allocation and Routing on the Structure and Implementation of Routing Tables,"modeling, routing tables, IP lookups",2003,sigcomm
George  Varghese,University of California San Diego,Impact of Address Allocation and Routing on the Structure and Implementation of Routing Tables,"modeling, routing tables, IP lookups",2003,sigcomm
Cristian  Estan,University of California San Diego,Automatically Inferring Patterns of Resource Consumption in Network Traffic,"network monitoring, data mining, traffic measurement",2003,sigcomm
Stefan Savage,University of California San Diego,Automatically Inferring Patterns of Resource Consumption in Network Traffic,"network monitoring, data mining, traffic measurement",2003,sigcomm
George  Varghese,University of California San Diego,Automatically Inferring Patterns of Resource Consumption in Network Traffic,"network monitoring, data mining, traffic measurement",2003,sigcomm
Lili  Qiu,Microsoft Research,On Selfish Routing in Internet-like Environments,"traffic equilibrium, game theory, relaxation, traffic engineering, optimization, overlay, selfish routing",2003,sigcomm
Richardyang  Yang,Yale University,On Selfish Routing in Internet-like Environments,"traffic equilibrium, game theory, relaxation, traffic engineering, optimization, overlay, selfish routing",2003,sigcomm
Yin  Zhang,AT&T Labs -- Research,On Selfish Routing in Internet-like Environments,"traffic equilibrium, game theory, relaxation, traffic engineering, optimization, overlay, selfish routing",2003,sigcomm
Scott J. Shenker,ICSI,On Selfish Routing in Internet-like Environments,"traffic equilibrium, game theory, relaxation, traffic engineering, optimization, overlay, selfish routing",2003,sigcomm
Antonio Carzaniga,University of Colorado Boulder,Forwarding in a Content-Based Network,"content-based network, publish/subscribe, overlay, matching, forwarding",2003,sigcomm
Alexander L. Wolf,University of Colorado Boulder,Forwarding in a Content-Based Network,"content-based network, publish/subscribe, overlay, matching, forwarding",2003,sigcomm
