Name,University/Organization,Type of Chair,Conference,Year
Monisha Ghosh,National Science Foundation,Technical Program Committee,MobiCom,2018
Shyamnath Gollakota,University of Washington,Technical Program Committee,MobiCom,2018
Ben Greenstein,Google,Technical Program Committee,MobiCom,2018
Hamed Haddadi,Imperial College London,Technical Program Committee,MobiCom,2018
Haitham Hassanieh,University of Illinois Urbana Champaign,Technical Program Committee,MobiCom,2018
Y. Charlie Hu,Purdue University,Technical Program Committee,MobiCom,2018
David B. Johnson,Rice University,Technical Program Committee,MobiCom,2018
Sneha Kasera,University of Utah,Technical Program Committee,MobiCom,2018
Dina Katabi,Massachusetts Institute of Technology,Technical Program Committee,MobiCom,2018
Edward Knightly,Rice University,Technical Program Committee,MobiCom,2018
Dimitrios Koutsonikolas,University of Buffalo,Technical Program Committee,MobiCom,2018
Robin Kravets,University of Illinois Urbana Champaign,Technical Program Committee,MobiCom,2018
Swarun Kumar,Carnegie Mellon University,Technical Program Committee,MobiCom,2018
Sung-Ju Lee,Korea Advanced Institute of Science and Technology,Technical Program Committee,MobiCom,2018
Mo Li,Nanyang Technological University,Technical Program Committee,MobiCom,2018
Xiang-Yang Li,University of Science and Technology of China,Technical Program Committee,MobiCom,2018
Robert LiKamWa,Arizona State University,Technical Program Committee,MobiCom,2018
Yunhao Liu,Tsinghua University,Technical Program Committee,MobiCom,2018
Songwu Lu,University of CaliforniaLos Angeles,Technical Program Committee,MobiCom,2018
Z. Morley Mao,University of Michigan,Technical Program Committee,MobiCom,2018
Mirco Musolesi,University College London,Technical Program Committee,MobiCom,2018
Thyaga Nandagopal,National Science Foundation,Technical Program Committee,MobiCom,2018
Konstantinos Nikitopoulos,University of Surrey,Technical Program Committee,MobiCom,2018
Neal Patwari,University of Utah,Technical Program Committee,MobiCom,2018
Giovanni Pau,Laboratoire d'Informatique de Paris 6,Technical Program Committee,MobiCom,2018
Chunyi Peng,Purdue University,Technical Program Committee,MobiCom,2018
Lili Qiu,University of Texas Austin,Technical Program Committee,MobiCom,2018
Bozidar Radunovic,Microsoft Research,Technical Program Committee,MobiCom,2018
Eric Rozner,IBM Research,Technical Program Committee,MobiCom,2018
Alex Snoeren,University of California San Diego,Technical Program Committee,MobiCom,2018
Kannan Srinivasan,Ohio State University,Technical Program Committee,MobiCom,2018
Peter Steenkiste,Carnegie Mellon University,Technical Program Committee,MobiCom,2018
Lu Su,University of Buffalo,Technical Program Committee,MobiCom,2018
Karthik Sundaresan,NEC Laboratories,Technical Program Committee,MobiCom,2018
Mythili Vutukuru,Indian Institute of Technology,Technical Program Committee,MobiCom,2018
Xinbing Wang,Shanghai Jiao Tong University,Technical Program Committee,MobiCom,2018
Yan Wang,State University of New York,Technical Program Committee,MobiCom,2018
Joerg Widmer,IMDEA Networks,Technical Program Committee,MobiCom,2018
Jie Xiong,University of Massachusetts Amherst,Technical Program Committee,MobiCom,2018
Moustafa Youssef,Egypt Japan University of Science and Technology,Technical Program Committee,MobiCom,2018
Xinyu Zhang,University of California San Diego,Technical Program Committee,MobiCom,2018
Heather Zheng,University of Chicago,Technical Program Committee,MobiCom,2018
Lin Zhong,Rice University,Technical Program Committee,MobiCom,2018
Xia Zhou,Dartmouth College,Technical Program Committee,MobiCom,2018
Marco Zuniga,TU Delft,Technical Program Committee,MobiCom,2018
Gil Zussman,Columbia University,Technical Program Committee,MobiCom,2018
Ryan Beckett,Princeton University,External Review Committee,MobiCom,2018
Jon Howell,Google,External Review Committee,MobiCom,2018
Nihar Jindal,Google,External Review Committee,MobiCom,2018
Carlee Joe-Wong,Carnegie Mellon University,External Review Committee,MobiCom,2018
Nic Lane,University of Oxford and Nokia Bell Labs,External Review Committee,MobiCom,2018
Ilias Leontiadis,Telefonica Research,External Review Committee,MobiCom,2018
Ratul Mahajan,Intentionet,External Review Committee,MobiCom,2018
Petri MÃ¤hÃ¶nen,RWTH Aachen University,External Review Committee,MobiCom,2018
Ravi Netravali,Massachusetts Institute of Technology,External Review Committee,MobiCom,2018
Ashutosh Sabarwal,Rice University,External Review Committee,MobiCom,2018
Paul Schmitt,Princeton University,External Review Committee,MobiCom,2018
Lakshmi Subramanian,New York University,External Review Committee,MobiCom,2018
Kobus Van der Merwe,University of Utah,Organizing Committee General Chair,MobiCom,2017
Ben Greenstein,Google,Technical Program Co-Chair,MobiCom,2017
Kannan Srinivasan,Ohio State University,Technical Program Co-Chair,MobiCom,2017
Tam Vu,Devner,Workshops Co-Chair,MobiCom,2017
Bozidar Radunovic,Cambridge,Workshops Co-Chair,MobiCom,2017
Domenico Giustiniano,IMDEA Networks Institute,Demo Co-Chair,MobiCom,2017
Kirk Webb,University of Utah,Demo Co-Chair,MobiCom,2017
Ioannis Pefkianakis,Hewlett Packard Labs,Posters Co-Chair,MobiCom,2017
Kate Ching-Ju Lin,National Chiao Tung University,Posters Co-Chair,MobiCom,2017
Dimitrios Koutsonikolas,University of Buffalo,SRC Chair,MobiCom,2017
Eric Eide,University of Utah,Finance Chair,MobiCom,2017
Ahmed Elmokashfi,Simula Research Laboratory,Publicity Co-Chair,MobiCom,2017
Chunyi Peng,Purdue University,Publicity Co-Chair,MobiCom,2017
JeongGil,Ajou University,Publicity Co-Chair,MobiCom,2017
Kyungmin Lee,Facebook,Web Chair,MobiCom,2017
Robert Ricci,University of Utah,Local Arrangements Chair,MobiCom,2017
Ali Rostami,Rutgers University,Social-media Chair,MobiCom,2017
Lenin Ravindranath Sivalingam,Redmond,Mobile App Competition Co-Chair,MobiCom,2017
Long Lu,Stony Brook University,Mobile App Competition Co-Chair,MobiCom,2017
Mike Wittie,Montana State University,Student Travel Grants Co-Chair,MobiCom,2017
Feng Qian,Indiana University,Student Travel Grants Co-Chair,MobiCom,2017
Eugene Chai,NEC Labs,Registration Chair,MobiCom,2017
Youngki Lee,Singapore Management University,App Co-Chair,MobiCom,2017
Neal Patwari,University of Utah,App Co-Chair,MobiCom,2017
Vijay Gopalakrishnan,AT&T Research,MobiJob Event Chair,MobiCom,2017
Victor Bahl,Microsoft Research,Steering Committee,MobiCom,2017
Suman Banerjee,University of Wisconsin Madison,Steering Committee,MobiCom,2017
Ramesh Govindan,University of Southern California,Steering Committee,MobiCom,2017
David B. Johnson,Rice University,Steering Committee,MobiCom,2017
Kang Shin,University of Michigan,Steering Committee,MobiCom,2017
Heather Zheng,Santa Barbara,Steering Committee,MobiCom,2017
Fadel Adib,Massachusetts Institute of Technology,Technical Program Committee,MobiCom,2017
Sharad Agarwal,Microsoft Research,Technical Program Committee,MobiCom,2017
Victor Bahl,Microsoft Research,Technical Program Committee,MobiCom,2017
Aruna Balasubramanian,Stony Brook University,Technical Program Committee,MobiCom,2017
Tarun Bansal,Google,Technical Program Committee,MobiCom,2017
Elizabeth Belding,University of California Santa Barbara,Technical Program Committee,MobiCom,2017
Srdjan Capkun,ETH Zurich,Technical Program Committee,MobiCom,2017
Geoffrey Challen,University of Buffalo,Technical Program Committee,MobiCom,2017
Ranveer Chandra,Microsoft Research,Technical Program Committee,MobiCom,2017
Bo Chen,Cisco Meraki,Technical Program Committee,MobiCom,2017
Yingying Chen,Stevens Institute of Technology,Technical Program Committee,MobiCom,2017
David Chu,Google,Technical Program Committee,MobiCom,2017
Samir Das,Stony Brook University,Technical Program Committee,MobiCom,2017
Christina Fragouli,University of CaliforniaLos Angeles,Technical Program Committee,MobiCom,2017
Mario Gerla,University of CaliforniaLos Angeles,Technical Program Committee,MobiCom,2017
Shyamnath Gollakota,University of Washington,Technical Program Committee,MobiCom,2017
Marco Gruteser,Rutgers University,Technical Program Committee,MobiCom,2017
Haitham Hassanieh,University of Illinois Urbana Champaign,Technical Program Committee,MobiCom,2017
Tian He,University of Minnesota,Technical Program Committee,MobiCom,2017
Wenjun Hu,Yale University,Technical Program Committee,MobiCom,2017
Y. Charlie Hu,Purdue University,Technical Program Committee,MobiCom,2017
Polly Huang,National Taiwan University,Technical Program Committee,MobiCom,2017
Kyle Jamieson,Princeton University,Technical Program Committee,MobiCom,2017
Sneha Kasera,University of Utah,Technical Program Committee,MobiCom,2017
Dimitrios Koutsonikolas,University of Buffalo,Technical Program Committee,MobiCom,2017
Robin Kravets,University of Illinois Urbana Champaign,Technical Program Committee,MobiCom,2017
Srikanth Krishnamurthy,University of California Riverside,Technical Program Committee,MobiCom,2017
Swarun Kumar,Carnegie Mellon University,Technical Program Committee,MobiCom,2017
Sung-Ju Lee,Korea Advanced Institute of Science and Technology,Technical Program Committee,MobiCom,2017
Mo Li,Nanyang Technological University,Technical Program Committee,MobiCom,2017
Robert LiKamWa,Arizona State University,Technical Program Committee,MobiCom,2017
Songwu Lu,University of CaliforniaLos Angeles,Technical Program Committee,MobiCom,2017
Thomas Moscibroda,Microsoft Research,Technical Program Committee,MobiCom,2017
Thyaga Nandagopal,National Science Foundation,Technical Program Committee,MobiCom,2017
Vishnu Navda,Microsoft Research,Technical Program Committee,MobiCom,2017
Srihari Nelakuditi,University of South Carolina,Technical Program Committee,MobiCom,2017
Jason Nieh,Columbia University,Technical Program Committee,MobiCom,2017
Panos Papadimitratos,KTH Royal Institute of Technology in Stockholm,Technical Program Committee,MobiCom,2017
Giovanni Pau,Laboratoire d'Informatique de Paris 6,Technical Program Committee,MobiCom,2017
Chunyi Peng,Ohio State University,Technical Program Committee,MobiCom,2017
Chiara Petriolli,University of Rome,Technical Program Committee,MobiCom,2017
Matthai Philipose,Microsoft Research,Technical Program Committee,MobiCom,2017
Lili Qiu,University of Texas Austin,Technical Program Committee,MobiCom,2017
Bozidar Radunovic,Microsoft Research,Technical Program Committee,MobiCom,2017
Eric Rozner,IBM Research,Technical Program Committee,MobiCom,2017
Ashutosh Sabarwal,Rice University,Technical Program Committee,MobiCom,2017
Souvik Sen,Google,Technical Program Committee,MobiCom,2017
Prasun Sinha,Ohio State University,Technical Program Committee,MobiCom,2017
Raghupathy Sivakumar,Georgia Tech,Technical Program Committee,MobiCom,2017
Josh Smith,University of Washington,Technical Program Committee,MobiCom,2017
Lakshmi Subramanian,New York University,Technical Program Committee,MobiCom,2017
Karthik Sundaresan,NEC Laboratories,Technical Program Committee,MobiCom,2017
Andreas Terzis,Google,Technical Program Committee,MobiCom,2017
He Wang,Purdue University,Technical Program Committee,MobiCom,2017
Matt Welsh,Google,Technical Program Committee,MobiCom,2017
Jie Xiong,Singapore Management University,Technical Program Committee,MobiCom,2017
Xinyu Zhang,University of Wisconsin,Technical Program Committee,MobiCom,2017
Heather Zheng,University of California Santa Barbara,Technical Program Committee,MobiCom,2017
Lin Zhong,Rice University,Technical Program Committee,MobiCom,2017
Xia Zhou,Dartmouth College,Technical Program Committee,MobiCom,2017
Nitin Vaidya,University ofIllinois at Urbana-Champaign,Organizing Committee General Chair,MobiCom,2010
Suman Banerjee,University of Wisconsin Madison,Program Co-Chair,MobiCom,2010
Dina Katabi,Massachusetts Institute of Technology,Program Co-Chair,MobiCom,2010
Tracy Camp,Colorado School of Mines,Finance Co-Chair,MobiCom,2010
Sneha Kumar Kasera,University of Utah,Finance Co-Chair,MobiCom,2010
Mooi Choo Chuah,Lehigh University,Registration Co-Chair,MobiCom,2010
Anthony Nicholson,Google,Registration Co-Chair,MobiCom,2010
Xin Wang,Stony Brook University,Registration Co-Chair,MobiCom,2010
Jakob Eriksson,University of Illinois Chicago,Local Arrangements Co-Chair,MobiCom,2010
Xiangyang Li,Illinois Institute of Technology,Local Arrangements Co-Chair,MobiCom,2010
Vikas Kawadia,BBN Technologies,Publicity Co-Chair,MobiCom,2010
Karthik Sundaresan,NEC Laboratories America,Publicity Co-Chair,MobiCom,2010
Aditya Akella,University of Wisconsin Madison,Web Co-Chair,MobiCom,2010
Yih-Chun Hu,University of Illinois Urbana Champaign,Web Co-Chair,MobiCom,2010
Xiaoming Fu,University of Goettingen,Workshops Co-Chair,MobiCom,2010
Cedric Westphal,DoCoMo Labs,Workshops Co-Chair,MobiCom,2010
Robin Kravets,University of Illinois Urbana Champaign,Posters & SRC Co-Chair,MobiCom,2010
Xue Yang,Intel Corporation,Posters & SRC Co-Chair,MobiCom,2010
Romit Roy Choudhury,Duke University,Demo Co-Chair,MobiCom,2010
Henrik Lundgren,Technicolor Paris Research Center,Demo Co-Chair,MobiCom,2010
Yingying,Stevens Institute of Technology,Student Grant Co-Chair,MobiCom,2010
Sami Rollins,University of San Francisco,Student Grant Co-Chair,MobiCom,2010
Xin Liu,University of California Davis,Publication Co-Chair,MobiCom,2010
Jennifer Wong,Stony Brook University,Publication Co-Chair,MobiCom,2010
Michalis Faloutsos,Riverside,Wild Ideas Session Co-Chair,MobiCom,2010
Dilip Krishnaswamy,Qualcomm Research Center,Wild Ideas Session Co-Chair,MobiCom,2010
Kyu-han Kim,Deutsche Telekom,Keynote/Panel Co-Chair,MobiCom,2010
Jantinder Singh,Deutsche Telekom,Keynote/Panel Co-Chair,MobiCom,2010
Victor Bahl,Microsoft Research,Steering Committee,MobiCom,2010
Imrich Chlamtac,Create-Net,Steering Committee,MobiCom,2010
David B. Johnson,Rice University,Steering Committee,MobiCom,2010
Victor Bahl,Redmond,Program Committee,MobiCom,2010
Suman Banerjee,University of Wisconsin Madison,Program Committee,MobiCom,2010
Milind Buddhikot,Lucent Technologies,Program Committee,MobiCom,2010
Srdjan Capkun,ETH Zurich,Program Committee,MobiCom,2010
Ranveer Chandra,Redmond,Program Committee,MobiCom,2010
Sunghyun Choi,Seoul National University,Program Committee,MobiCom,2010
Jon Crowcroft,University of Cambridge,Program Committee,MobiCom,2010
Samir Das,Stony Brook University,Program Committee,MobiCom,2010
Prabal Dutta,Ann Arbor,Program Committee,MobiCom,2010
Ravi Jain,Google,Program Committee,MobiCom,2010
Kyle Jamieson,University College London,Program Committee,MobiCom,2010
Sneha Kasera,University of Utah,Program Committee,MobiCom,2010
Dina Katabi,Massachusetts Institute of Technology,Program Committee,MobiCom,2010
Sachin Katti,Stanford,Program Committee,MobiCom,2010
Ed Knightly,Rice University,Program Committee,MobiCom,2010
Robin Kravets,University of Illinois Urbana Champaign,Program Committee,MobiCom,2010
Srikanth Krishnamurthy,Riverside,Program Committee,MobiCom,2010
Brian Levine,Amherst,Program Committee,MobiCom,2010
Baochun Li,University of Toronto,Program Committee,MobiCom,2010
Yunhao Liu,Hong Kong University of Science and Technology,Program Committee,MobiCom,2010
Patrick McDaniel,Pennsylvania State University,Program Committee,MobiCom,2010
Robert Morris,Massachusetts Institute of Technology,Program Committee,MobiCom,2010
Thomas Moscibroda,Redmond,Program Committee,MobiCom,2010
Thyaga Nandagopal,Lucent Technologies,Program Committee,MobiCom,2010
Jason Nieh,Columbia University,Program Committee,MobiCom,2010
Dina Papagiannaki,University of Pittsburgh,Program Committee,MobiCom,2010
Luli Qiu,Austin,Program Committee,MobiCom,2010
Romit Roy Choudhury,Duke University,Program Committee,MobiCom,2010
Ashutosh Sabharwal,Rice University,Program Committee,MobiCom,2010
Sanjay Shakottai,Austin,Program Committee,MobiCom,2010
Srinivasan Seshan,Carnegie Mellon University,Program Committee,MobiCom,2010
Prasun Sinha,Ohio State University,Program Committee,MobiCom,2010
Alex Snoeren,San Diego,Program Committee,MobiCom,2010
Ashwin Sridharan,Sprint Laboratories,Program Committee,MobiCom,2010
Peter Steenkiste,Carnegie Mellon University,Program Committee,MobiCom,2010
Kun Tan,Microsoft Research,Program Committee,MobiCom,2010
Moustafa Youssef,Nile University,Program Committee,MobiCom,2010
Heather Zheng,Santa Barbara,Program Committee,MobiCom,2010
J.J. Garcia-Luna-Aceves,Palo Alto Research Center,Organizing Committee General Chair,MobiCom,2008
Raghupathy,Georgia Tech,Program Co-Chair,MobiCom,2008
Peter Steenkiste,Carnegie Mellon University,Program Co-Chair,MobiCom,2008
Tracy Camp,Colorado School of Mines,Finance Co-Chair,MobiCom,2008
Giovanni Pau,Los Angeles,Finance Co-Chair,MobiCom,2008
Hamid Sadjadpour,Santa Cruz,Registration Chair,MobiCom,2008
Marc Mosko,Palo Alto Research Center,Local Arrangements Chair,MobiCom,2008
Mischa Dohler,France Telecom,Publicity Co-Chair,MobiCom,2008
Ryuji Wakikawa,Keio University,Publicity Co-Chair,MobiCom,2008
Cedric Westphal,DoCoMo Labs,Publicity Co-Chair,MobiCom,2008
David B. Johnson,Rice University,Web Co-Chair,MobiCom,2008
Ulas Kozat,DoCoMo Labs,Web Co-Chair,MobiCom,2008
Pedro Ruiz,University of Murcia,Workshops Co-Chair,MobiCom,2008
Qian Zhang,Hong Kong Univ. of Science and Technology,Workshops Co-Chair,MobiCom,2008
Ranveer Chandra,Microsoft Research,Tutorials Co-Chair,MobiCom,2008
Richard J. La,University of Maryland,Tutorials Co-Chair,MobiCom,2008
Azzedine Boukerch,University of Ottawa,Panels Chair,MobiCom,2008
Brian Levine,University of Massachusetts,Research Demos Chair,MobiCom,2008
Katia Obraczka,Santa Cruz,Posters Chair,MobiCom,2008
Victor Bahl,Microsoft Research,Steering Committee,MobiCom,2008
Imrich Chlamtac,Create-Net,Steering Committee,MobiCom,2008
David B. Johnson,Rice University,Steering Committee,MobiCom,2008
Ian Akyildiz,Georgia Tech,MobiCom 2008 Program Committee,MobiCom,2008
Victor Bahl,Microsoft Research,MobiCom 2008 Program Committee,MobiCom,2008
Suman Banerjee,University of Wisconsin,MobiCom 2008 Program Committee,MobiCom,2008
Elizabeth Belding,University of California Santa Barbara,MobiCom 2008 Program Committee,MobiCom,2008
Douglas Blough,Georgia Tech,MobiCom 2008 Program Committee,MobiCom,2008
Ramon Caceres,AT&T Research,MobiCom 2008 Program Committee,MobiCom,2008
Guohong Cao,Pennsylvania State University,MobiCom 2008 Program Committee,MobiCom,2008
Matteo Cesana,Politecnico di Milano,MobiCom 2008 Program Committee,MobiCom,2008
Samir Das,Stony Brook University,MobiCom 2008 Program Committee,MobiCom,2008
Eyal de Lara,University of Toronto,MobiCom 2008 Program Committee,MobiCom,2008
Christophe Diot,Thomson,MobiCom 2008 Program Committee,MobiCom,2008
J. J. Garcia-Luna-Aceves,University of California Santa Cruz,MobiCom 2008 Program Committee,MobiCom,2008
Mario Gerla,University of California Los Angeles,MobiCom 2008 Program Committee,MobiCom,2008
Dirk Grunwald,University of Colorado,MobiCom 2008 Program Committee,MobiCom,2008
Tristan Henderson,University of St Andrews,MobiCom 2008 Program Committee,MobiCom,2008
Hung-Yun Hsieh,National Taiwan University,MobiCom 2008 Program Committee,MobiCom,2008
Glenn Judd,Morgan Stanley,MobiCom 2008 Program Committee,MobiCom,2008
Brad Karp,University College London,MobiCom 2008 Program Committee,MobiCom,2008
Dina Katabi,Massachusetts Institute of Technology,MobiCom 2008 Program Committee,MobiCom,2008
Edward Knightly,Rice University,MobiCom 2008 Program Committee,MobiCom,2008
Srikanth Krishnamurthy,University of California Riverside,MobiCom 2008 Program Committee,MobiCom,2008
Jean-Yves Le Boudec,EPFL,MobiCom 2008 Program Committee,MobiCom,2008
Songwu Lu,University of California Los Angeles,MobiCom 2008 Program Committee,MobiCom,2008
Cecilia Mascolo,University of Cambridge,MobiCom 2008 Program Committee,MobiCom,2008
Tommaso Melodia,SUNY Buffalo,MobiCom 2008 Program Committee,MobiCom,2008
Prasant Mohapatra,University of California Davis,MobiCom 2008 Program Committee,MobiCom,2008
Thyaga Nandagopal,Lucent Technologies,MobiCom 2008 Program Committee,MobiCom,2008
Konstantina Papagiannaki,Intel Research,MobiCom 2008 Program Committee,MobiCom,2008
Radha Poovendran,University of Washington,MobiCom 2008 Program Committee,MobiCom,2008
Lili Qiu,University of Texas Austin,MobiCom 2008 Program Committee,MobiCom,2008
Bhaskaran Raman,Indian Institute of Technology,MobiCom 2008 Program Committee,MobiCom,2008
Ram Ramanathan,BBN Technologies,MobiCom 2008 Program Committee,MobiCom,2008
Ramachandran Ramjee,Microsoft Research,MobiCom 2008 Program Committee,MobiCom,2008
Ashutosh Sabharwal,Rice University,MobiCom 2008 Program Committee,MobiCom,2008
Srinivasan Seshan,Carnegie Mellon University,MobiCom 2008 Program Committee,MobiCom,2008
Kang Shin,University of Michigan,MobiCom 2008 Program Committee,MobiCom,2008
Suresh Singh,Portland State University,MobiCom 2008 Program Committee,MobiCom,2008
Prasun Sinha,Ohio State University,MobiCom 2008 Program Committee,MobiCom,2008
Alex Snoeren,University of California San Diego,MobiCom 2008 Program Committee,MobiCom,2008
Vikram Srinivasan,Bell Labs Research India,MobiCom 2008 Program Committee,MobiCom,2008
Karthikeyan Sundaresan,NEC LABS,MobiCom 2008 Program Committee,MobiCom,2008
Yingying Chen,Stevens Institute of Technology,Organizing Committee General Co-Chair,MobiCom,2016
Marco Gruteser,Rutgers University,Organizing Committee General Co-Chair,MobiCom,2016
Y. Charlie Hu,Purdue University,Technical Program Co-Chair,MobiCom,2016
Karthik Sundaresan,NEC Labs Princeton,Technical Program Co-Chair,MobiCom,2016
Ashwin Ashok,Carnegie Mellon University,Workshops Co-Chair,MobiCom,2016
Robin Kravets,University of Illinois Urbana Champaign,Workshops Co-Chair,MobiCom,2016
Ramya Raghavendra,Yorktown Heights,Demo Co-Chair,MobiCom,2016
Tam Vu,University of Colorado,Demo Co-Chair,MobiCom,2016
Carla-Fabiana Chiasserini,Politecnico di Torino,Posters Co-Chair,MobiCom,2016
Fan Ye,Stony Brook University,Posters Co-Chair,MobiCom,2016
Aakanksha Chowdhery,Princeton University,SRC Co-Chair,MobiCom,2016
Shubham Jain,Rutgers University,SRC Co-Chair,MobiCom,2016
Hongbo Liu,Purdue University,Finance Chair,MobiCom,2016
Falko Dressler,University of Paderborn,Publicity Co-Chair,MobiCom,2016
Wenjun Hu,Yale University,Publicity Co-Chair,MobiCom,2016
Xinbing Wang,Shanghai Jiaotong University,Publicity Co-Chair,MobiCom,2016
Puneet Jain,Hewlett Packard Labs,Web Chair,MobiCom,2016
Qin Lv,University of Colorado Boulder,Publication Chair,MobiCom,2016
Shweta Jain,CUNY,Publication Chair,MobiCom,2016
Justin Manweiler,Yorktown Heights,Publication Chair,MobiCom,2016
Nic Lane,University College London and Bell Labs,Industry Event Chair,MobiCom,2016
Giovanni Pau,UPMC/LIP6,Industry Event Chair,MobiCom,2016
Xinyu Zhang,University of Wisconsin Madison,Mobile App Competition Co-Chair,MobiCom,2016
Lakshminarayanan Subramanian,New York University,Mobile App Competition Co-Chair,MobiCom,2016
Francesco Bronzino,Rutgers University,Registration Chair,MobiCom,2016
Ana Aguiar,University of Porto,Student Travel Grants Co-Chair,MobiCom,2016
Yan Wang,Binghamton University,Student Travel Grants Co-Chair,MobiCom,2016
Robert LiKamWa,Arizona State University,Social Chair,MobiCom,2016
Youngki Lee,Singapore Management University,App Chair,MobiCom,2016
Victor Bahl,Microsoft Research,Steering Committee,MobiCom,2016
Suman Banerjee,University of Wisconsin Madison,Steering Committee,MobiCom,2016
Ramesh Govindan,University of Southern California,Steering Committee,MobiCom,2016
David B. Johnson,Rice University,Steering Committee,MobiCom,2016
Kang Shin,University of Michigan,Steering Committee,MobiCom,2016
Mustafa Arslan,NEC Labs America,Technical Program Committee,MobiCom,2016
Ehsan Aryafar,Intel,Technical Program Committee,MobiCom,2016
Victor Bahl,Microsoft Research,Technical Program Committee,MobiCom,2016
Aruna Balasubramanian,Stony Brook University,Technical Program Committee,MobiCom,2016
Milind Buddhikot,Bell Labs,Technical Program Committee,MobiCom,2016
Srdjan Capkun,ETH Zurich,Technical Program Committee,MobiCom,2016
Eugene Chai,NEC Labs America,Technical Program Committee,MobiCom,2016
Ranveer Chandra,Microsoft Research,Technical Program Committee,MobiCom,2016
Yingying Chen,Stevens Institute of Technology,Technical Program Committee,MobiCom,2016
Sunghyun Choi,Seoul National University,Technical Program Committee,MobiCom,2016
Saumitra Das,Qualcomm,Technical Program Committee,MobiCom,2016
Sonia Fahmy,Purdue University,Technical Program Committee,MobiCom,2016
Christina Fragouli,University of California Los Angeles,Technical Program Committee,MobiCom,2016
Shyamnath Gollakota,University of Washington,Technical Program Committee,MobiCom,2016
Ben Greenstein,Google,Technical Program Committee,MobiCom,2016
Marco Gruteser,Rutgers University,Technical Program Committee,MobiCom,2016
Maruti Gupta,Intel,Technical Program Committee,MobiCom,2016
Haitham	Hassanieh,University of Illinois Urbana Champaign,Technical Program Committee,MobiCom,2016
Tian He,University of Minnesota,Technical Program Committee,MobiCom,2016
Wenjun Hu,Yale University,Technical Program Committee,MobiCom,2016
Kyle Jamieson,Princeton University and University College London,Technical Program Committee,MobiCom,2016
Sneha Kasera,University of Utah,Technical Program Committee,MobiCom,2016
Kyu-Han Kim,Hewlett Packard Labs,Technical Program Committee,MobiCom,2016
Dimitrios Koutsonikolas,University of Buffalo,Technical Program Committee,MobiCom,2016
Swarun Kumar,Carnegie Mellon University,Technical Program Committee,MobiCom,2016
Sung-Ju Lee,KAIST,Technical Program Committee,MobiCom,2016
Mo Li,Nanyang Technological University,Technical Program Committee,MobiCom,2016
Erran Li,UBER,Technical Program Committee,MobiCom,2016
Kate Lin,Academic Sinica,Technical Program Committee,MobiCom,2016
Songwu Lu,University of California Los Angeles,Technical Program Committee,MobiCom,2016
Petri Mähönen,RWTH Aachen University,Technical Program Committee,MobiCom,2016
Z. Morley Mao,University of Michigan,Technical Program Committee,MobiCom,2016
Thomas Moscibroda,Microsoft Research,Technical Program Committee,MobiCom,2016
Thyagarajan Nandagopal,National Science Foundation,Technical Program Committee,MobiCom,2016
Jason Nieh,Columbia University,Technical Program Committee,MobiCom,2016
Guevara Noubir,Northeastern University,Technical Program Committee,MobiCom,2016
Panos Papadimitratos,KTH Royal Institute of Technology,Technical Program Committee,MobiCom,2016
Giovanni Pau,UPMC/LIP6,Technical Program Committee,MobiCom,2016
Chunyi Peng,Ohio State University,Technical Program Committee,MobiCom,2016
Feng Qian,Indiana University,Technical Program Committee,MobiCom,2016
Lili Qiu,Univeristy of Texas Austin,Technical Program Committee,MobiCom,2016
Bozidar Radunovic,Microsoft Research,Technical Program Committee,MobiCom,2016
Sivakumar Raghupathy,Georgia Tech,Technical Program Committee,MobiCom,2016
Ashutosh Sabarwal,Rice University,Technical Program Committee,MobiCom,2016
Souvik Sen,Google,Technical Program Committee,MobiCom,2016
Muhammad Shahzad,NCSU,Technical Program Committee,MobiCom,2016
Ashish Sharma,Google,Technical Program Committee,MobiCom,2016
Doug Sillars,AT&T Research,Technical Program Committee,MobiCom,2016
Prasun Sinha,Ohio State University,Technical Program Committee,MobiCom,2016
Kannan Srinivasan,Ohio State University,Technical Program Committee,MobiCom,2016
Kun Tan,Microsoft Research,Technical Program Committee,MobiCom,2016
Jacobus Van der Merwe,University of Utah,Technical Program Committee,MobiCom,2016
Matt Welsh,Google,Technical Program Committee,MobiCom,2016
Jie Xiong,Singapore Management University,Technical Program Committee,MobiCom,2016
Xinyu Zhang,University of Wisconsin,Technical Program Committee,MobiCom,2016
Heather Zheng,UCSB,Technical Program Committee,MobiCom,2016
Xia Zhou,Dartmouth College,Technical Program Committee,MobiCom,2016
Gil	Zussman,Columbia University,Technical Program Committee,MobiCom,2016
Sharad Agarwal,Microsoft Research,Organizing Committee General Co-Chair,MobiCom,2019
Ben Greenstein,Google,Organizing Committee General Co-Chair,MobiCom,2019
Aruna Balasubramanian,Stony Brook University,Vice General Chair,MobiCom,2019
Shyam Gollakota,University of Washington,Technical Program Co-Chair,MobiCom,2019
Xinyu Zhang,University of California San Diego,Technical Program Co-Chair,MobiCom,2019
Jennifer Chen,Rutgers University,Workshop Co-Chair,MobiCom,2019
Rajesh Balan,Singapore Management University,Workshop Co-Chair,MobiCom,2019
Tarun Bansal,Google,Demo Co-Chair,MobiCom,2019
Xia Zhou,Dartmouth College,Demo Co-Chair,MobiCom,2019
Giovanni Pau,Pierre and Marie Curie University,Celebrations Chair,MobiCom,2019
Shubham Jain,Old Dominion University,Poster Co-Chair,MobiCom,2019
